"sample_id"	"error_autoencoder"	"error_defaultpredictor"	"better_than_default"
"11116.A13D088.1195168"	"68.8042686838536"	"86.1824084409925"	"1"
"11116.L01A068.1196902"	"69.4586413689163"	"90.8085576228985"	"1"
"11116.C23A66.1195195"	"60.1574789811984"	"70.2495415477774"	"1"
"11116.A13B061.1197762"	"43.7480985526401"	"65.9631094829375"	"1"
"11116.I02A075.1193825"	"68.660964855787"	"68.6183291067573"	"0"
"11116.L09A071.1197632"	"59.7178628899467"	"58.5192278912488"	"0"
"11116.L20A076.1195804"	"54.4900357082279"	"57.1168741789092"	"1"
"11116.L12A091.1196946"	"88.8726571807441"	"96.4178743124108"	"1"
"11116.I14A082.1196637"	"77.1982892744517"	"94.402123353057"	"1"
"11116.L11A085.1196723"	"73.1113362946395"	"93.8749495185221"	"1"
"11116.L11A073.1196605"	"65.0617932289156"	"87.1841694235155"	"1"
"11116.C02A66.1194587"	"57.4318325150971"	"70.9390781024838"	"1"
"11116.A22A064.1194432"	"52.6237544119634"	"64.4570520910351"	"1"
"11116.L21A092.1194827"	"83.9446648391356"	"96.1640212184309"	"1"
"11116.L05A100.1195100"	"55.8973229323606"	"76.0712482172007"	"1"
"11116.A30C100.1194814"	"61.1232859583056"	"84.5774296786493"	"1"
"11116.I12A064.1195118"	"47.7661102274284"	"61.6701419913589"	"1"
"11116.A21D094.1196499"	"96.7039106807449"	"96.1844625554237"	"0"
"11116.A11C067.1195204"	"65.4652150242365"	"71.9439860011315"	"1"
"11116.L10A085.1195955"	"64.748610226611"	"70.9928030304609"	"1"
"11116.A08A067.1194627"	"63.4431702175248"	"61.6763043728429"	"0"
"11116.I03A086.1197424"	"53.4949660148043"	"65.8631159078075"	"1"
"11116.A10B100.1194097"	"64.3696963396267"	"88.070491615554"	"1"
"11116.I29A069.1196030"	"61.613141333474"	"63.2056766911507"	"1"
"11116.A17A064.1197512"	"54.6169058377052"	"61.9224403454938"	"1"
"11116.I06A100.1196458"	"68.5684671035242"	"92.6405214209788"	"1"
"11116.L26A097.1197857"	"71.9019632887032"	"91.1122629657835"	"1"
"11116.L11A099.1195801"	"84.7379973135777"	"96.1277070636217"	"1"
"11116.L25A099.1196313"	"61.4541424565349"	"79.2975791740027"	"1"
"11116.L26A063.1197356"	"42.4151787023094"	"66.8633085550052"	"1"
"11116.I02A074.1197086"	"75.7807162933176"	"73.7393010938718"	"0"
"11116.L10A118.1195848"	"61.1556796512724"	"62.1797736550412"	"1"
"11116.L03A099.1196429"	"58.6853739931698"	"64.6902145877116"	"1"
"11116.L04A090.1195693"	"66.6099275371372"	"89.5640253187317"	"1"
"11116.I08A068.1195051"	"48.8964064867847"	"59.9304019812397"	"1"
"11116.I32A076.1197330"	"66.6812773978855"	"69.1061587218635"	"1"
"11116.U455A63.1195546"	"78.1140524601824"	"83.028533982047"	"1"
"11116.A13B118.1196179"	"55.4751412218288"	"57.0100224588928"	"1"
"11116.A32A070.1197704"	"53.4882488003967"	"63.479236206772"	"1"
"11116.I28A089.1196330"	"73.6906519288543"	"94.1998014444525"	"1"
"11116.U533A63.1194455"	"71.4160338724077"	"77.2989144513454"	"1"
"11116.A27D085.1197162"	"80.9315664796614"	"94.9178975330629"	"1"
"11116.L13A076.1194101"	"52.0247159709243"	"65.3522721883082"	"1"
"11116.A29D079.1196506"	"63.0976321399955"	"69.4646238341311"	"1"
"11116.C07A62.1194479"	"55.5664657779562"	"58.6402905654303"	"1"
"11116.L32A119.1197668"	"80.2189284373068"	"92.8153883075757"	"1"
"11116.U537A61.1194570"	"69.6267823838518"	"75.5282340571781"	"1"
"11116.I25A076.1198162"	"55.3569475659186"	"62.3197516521345"	"1"
"11116.L31A105.1196644"	"88.1382960445937"	"96.2041473805139"	"1"
"11116.L16A067.1194071"	"51.6078645933756"	"53.5358103041255"	"1"
"11116.A04B082.1195342"	"77.1717314941197"	"90.8574701017418"	"1"
"11116.I02A103.1194589"	"77.5929486758237"	"94.7035091103192"	"1"
"11116.L28A105.1198460"	"58.0983780759758"	"78.9825738420826"	"1"
"11116.I32A097.1198342"	"67.8886218575582"	"90.125200271607"	"1"
"11116.I18A068.1194810"	"54.4884187290235"	"60.9635674286151"	"1"
"11116.A03D088.1195301"	"62.2889781923026"	"62.7490903283451"	"1"
"11116.A16C100.1196498"	"57.9896906705484"	"61.5260541028126"	"1"
"11116.L05A090.1196128"	"63.6159194756543"	"86.61624341363"	"1"
"11116.C24A65.1195459"	"60.6797496316927"	"68.8830206253992"	"1"
"11116.I21A120.1194632"	"68.1747710084124"	"86.7025382062261"	"1"
"11116.U429A63.1197292"	"74.267109011335"	"81.4593770312634"	"1"
"11116.A31A067.1194558"	"48.0526104952144"	"57.074629200313"	"1"
"11116.I30A077.1195572"	"51.4375205756445"	"59.1135446064726"	"1"
"11116.I26A076.1195545"	"48.357423649363"	"61.1936405631866"	"1"
"11116.A19B061.1196347"	"49.7323408448353"	"68.5503310798934"	"1"
"11116.I27A078.1198311"	"53.5788711310099"	"62.1199193038125"	"1"
"11116.U459A61.1197774"	"78.2979640370966"	"83.6446212437299"	"1"
"11116.L07A067.1195620"	"48.2287674604617"	"59.7335482617944"	"1"
"11116.C29A62.1193936"	"70.860547728346"	"86.5976827365764"	"1"
"11116.A09C079.1194858"	"56.064777552492"	"61.2479436118517"	"1"
"11116.L19A093.1194447"	"59.8876657544106"	"85.648322228359"	"1"
"11116.A26C103.1198173"	"74.8307265084968"	"95.0724500461222"	"1"
"11116.I24A100.1195757"	"70.1050248127953"	"92.304401876362"	"1"
"11116.A01A079.1197702"	"99.8613532374561"	"99.3343561420972"	"0"
"11116.L08A118.1194556"	"68.8045571242124"	"80.0868434057394"	"1"
"11116.L26A079.1197261"	"46.9711307360564"	"49.3023798540947"	"1"
"11116.A13B067.1197760"	"47.087707084896"	"62.9431680862018"	"1"
"11116.I28A086.1198352"	"57.5447116919382"	"57.8042268461402"	"1"
"11116.I04A070.1193609"	"59.3430002793699"	"59.0123248408391"	"0"
"11116.I07A078.1195055"	"54.6461636876867"	"59.3940868671828"	"1"
"11116.L17A067.1196425"	"49.456140358487"	"55.2381657641039"	"1"
"11116.I29A093.1197099"	"61.1366730686689"	"64.1385420440946"	"1"
"11116.L16A065.1197557"	"49.1454571426951"	"64.617674910178"	"1"
"11116.I32A092.1195104"	"60.1922356439121"	"65.527947084929"	"1"
"11116.I11A067.1197505"	"53.6689124834865"	"62.4460895107847"	"1"
"11116.L08A071.1195918"	"61.1269611717466"	"62.4119734131989"	"1"
"11116.A16B103.1194254"	"70.5870429558753"	"94.6934562251157"	"1"
"11116.L17A105.1195132"	"65.0749501134601"	"85.859400154222"	"1"
"11116.A03D091.1197286"	"87.2091746481556"	"97.4533931859455"	"1"
"11116.I06A092.1194358"	"75.1431171881017"	"83.3682777730271"	"1"
"11116.I23A072.1195187"	"59.508529669163"	"64.7774651936008"	"1"
"11116.A21C085.1194309"	"79.7093354714192"	"95.0377016582919"	"1"
"11116.L15A072.1197613"	"49.7483328989949"	"57.3884443985429"	"1"
"11116.L03A078.1195565"	"49.7985968552045"	"59.6079630482829"	"1"
"11116.A01D094.1194066"	"85.7289063423561"	"97.5661531466507"	"1"
"11116.C15A64.1195806"	"58.6898530072466"	"60.0036682093699"	"1"
"11116.I15A096.1194842"	"99.7403605632134"	"99.1926225842392"	"0"
"11116.L20A119.1193927"	"72.3052627106886"	"88.9461850353909"	"1"
"11116.A18C064.1194229"	"56.0799716103049"	"65.1332176324307"	"1"
"11116.A30C076.1196868"	"54.7202931011789"	"63.1227483516004"	"1"
"11116.I29A083.1196894"	"66.7741460315953"	"87.6704961051227"	"1"
"11116.I28A066.1196882"	"52.9289035262779"	"63.3020983741308"	"1"
"11116.I15A089.1195175"	"85.3557662580995"	"96.6525118912404"	"1"
"11116.C29A65.1197477"	"66.6497018221281"	"85.4096812076713"	"1"
"11116.L24A077.1198170"	"53.9326276669091"	"63.0516843075373"	"1"
"11116.A25C061.1197711"	"51.8342976744255"	"67.3550944670508"	"1"
"11116.A13A103.1197198"	"84.2162322165087"	"96.9376685741443"	"1"
"11116.L20A073.1197617"	"50.6436430175878"	"54.518454800257"	"1"
"11116.A24A118.1196233"	"56.8997261019255"	"63.3038512869411"	"1"
"11116.L32A104.1194325"	"77.5956789659143"	"81.1013920233738"	"1"
"11116.L31A068.1194808"	"70.796028410181"	"75.5169488095049"	"1"
"11116.U493A63.1195769"	"67.3105417530208"	"77.4287912920631"	"1"
"11116.A04A103.1197884"	"74.2362072303176"	"89.4505081307877"	"1"
"11116.L15A076.1198334"	"52.1251321011383"	"60.0110687942034"	"1"
"11116.I10A077.1194283"	"51.3836893843365"	"59.0046376628189"	"1"
"11116.L01A078.1194251"	"64.3667169796113"	"67.5430632132235"	"1"
"11116.L22A085.1195257"	"99.9917161933835"	"99.4376424389359"	"0"
"11116.A14C070.1196750"	"75.5427636378842"	"76.7010667215168"	"1"
"11116.I07A079.1196408"	"60.0793957003729"	"64.0709139965929"	"1"
"11116.A10A085.1197830"	"82.3578169489481"	"96.8078445641722"	"1"
"11116.A17C064.1196111"	"52.550314586409"	"61.8759601506927"	"1"
"11116.A08A076.1196197"	"50.7738484937388"	"62.1305805604814"	"1"
"11116.L31A104.1195618"	"90.3106622995375"	"97.807288129989"	"1"
"11116.L02A087.1197475"	"69.9067317785821"	"73.4726424226025"	"1"
"11116.A07A094.1196378"	"56.7646419083352"	"88.7091096587578"	"1"
"11116.A26B094.1193834"	"98.383510085654"	"96.4819082574601"	"0"
"11116.I12A072.1193771"	"57.4433983464749"	"67.5379772996376"	"1"
"11116.L24A081.1197179"	"58.815926005548"	"80.3955932642755"	"1"
"11116.A21D073.1197323"	"65.7821362687962"	"69.4613471936282"	"1"
"11116.A30B082.1196956"	"77.1306861197165"	"95.6463121348311"	"1"
"11116.I01A083.1195161"	"84.9416911501419"	"95.9170357347439"	"1"
"11116.I22A064.1194022"	"53.4267376280386"	"69.4376917886771"	"1"
"11116.A02C085.1194730"	"79.8070485835813"	"96.4377871140613"	"1"
"11116.I23A099.1197227"	"92.9365067370355"	"98.2057349087157"	"1"
"11116.I12A076.1196492"	"48.5931676711144"	"54.5312689457741"	"1"
"11116.U531A62.1195485"	"73.7433137817573"	"76.6484783244761"	"1"
"11116.C24A62.1196880"	"52.1714085432169"	"71.6089462865075"	"1"
"11116.A06D097.1193696"	"64.6610229977523"	"90.606489696418"	"1"
"11116.A20D073.1194892"	"58.4785444125714"	"63.6421397229"	"1"
"11116.A13A067.1196459"	"50.909029564006"	"59.2854254868646"	"1"
"11116.L31A066.1193685"	"51.8007671094486"	"60.9261244740525"	"1"
"11116.C29A64.1194106"	"76.0814631039543"	"81.6374289747152"	"1"
"11116.A31C061.1194253"	"57.8630279554398"	"69.0626890641161"	"1"
"11116.I19A120.1196295"	"60.2347858830807"	"78.5167987752584"	"1"
"11116.A17D100.1194051"	"64.8724224424105"	"85.9578431647006"	"1"
"11116.I20A092.1195928"	"59.8426442881451"	"74.9938064185342"	"1"
"11116.A19B091.1195048"	"86.2144913480558"	"96.4102350264197"	"1"
"11116.A14A103.1196486"	"69.4153359403535"	"92.7257400550013"	"1"
"11116.I16A087.1196438"	"63.8613297127465"	"69.1939387157225"	"1"
"11116.L28A071.1197602"	"51.1781279051327"	"54.8921507518608"	"1"
"11116.A03B088.1194929"	"71.5741377343935"	"94.0397602705438"	"1"
"11116.A13C103.1193774"	"70.0223830931034"	"93.891792955434"	"1"
"11116.I22A081.1194168"	"63.7504477562942"	"61.1255079949488"	"0"
"11116.A32A097.1198226"	"71.8295084854574"	"76.5198873475981"	"1"
"11116.L23A088.1195835"	"61.3660023694462"	"84.9097045681046"	"1"
"11116.L03A102.1195182"	"57.7882611381616"	"84.516050010501"	"1"
"11116.L06A093.1196509"	"92.5803908171697"	"98.1348100099212"	"1"
"11116.U433A61.1196528"	"78.2625910030312"	"83.9338777325922"	"1"
"11116.A04B094.1196153"	"99.8638415330747"	"99.3985757654841"	"0"
"11116.L23A085.1194063"	"56.3514549433667"	"74.1798472376155"	"1"
"11116.I06A085.1195325"	"61.8475822155974"	"73.7061657742164"	"1"
"11116.I27A088.1194008"	"98.8227180824324"	"98.5117883171873"	"0"
"11116.A08C103.1197978"	"79.2256047031958"	"95.9083433228436"	"1"
"11116.I27A070.1197764"	"49.8549373850709"	"60.4568964107715"	"1"
"11116.A24B103.1194349"	"55.1005859636338"	"84.6616487930486"	"1"
"11116.A23C100.1195215"	"58.2635269285451"	"61.3918993259797"	"1"
"11116.L31A089.1196229"	"59.750398808629"	"75.7285900250167"	"1"
"11116.I11A066.1194835"	"49.4437693320814"	"60.654615462162"	"1"
"11116.L23A075.1195736"	"99.8491514253455"	"99.2832807929278"	"0"
"11116.L15A068.1193705"	"53.8637807518622"	"57.103275102922"	"1"
"11116.L15A073.1197181"	"62.1852522681652"	"65.5254894638156"	"1"
"11116.A11B079.1194839"	"57.7668592741106"	"59.7519737750179"	"1"
"11116.L29A098.1196718"	"51.5627597101071"	"61.4999988143982"	"1"
"11116.L04A077.1195771"	"55.2131829724899"	"64.6220612704542"	"1"
"11116.A28C100.1198269"	"63.2947121990879"	"67.4108598518067"	"1"
"11116.A19D097.1193648"	"67.1306759325102"	"69.2696160117028"	"1"
"11116.I24A075.1197580"	"57.5630045439238"	"59.878616571462"	"1"
"11116.I02A105.1194391"	"82.7669088645619"	"95.3814027815628"	"1"
"11116.L24A074.1197435"	"50.4617817987432"	"64.8246875203255"	"1"
"11116.A07C064.1196370"	"45.832273234979"	"59.926391831803"	"1"
"11116.A20A064.1196745"	"52.467051373864"	"63.9293723000673"	"1"
"11116.I26A100.1195642"	"66.8312067195398"	"89.7156034957619"	"1"
"11116.I20A088.1194946"	"54.4330450100833"	"59.9638711243036"	"1"
"11116.I29A071.1194188"	"54.3726114785719"	"63.1598164456368"	"1"
"11116.A06C070.1198073"	"61.5296328262575"	"66.6219613919088"	"1"
"11116.I25A078.1195840"	"56.4449177147971"	"62.7707813614063"	"1"
"11116.L12A088.1198328"	"69.6147101977964"	"84.9597641082587"	"1"
"11116.L12A075.1198024"	"60.5011732863146"	"80.442926889992"	"1"
"11116.I31A091.1194068"	"66.0666999292633"	"76.0731530774613"	"1"
"11116.I22A084.1195814"	"58.648815399843"	"85.9006182815225"	"1"
"11116.I12A088.1194104"	"83.7449101343645"	"96.7093609320649"	"1"
"11116.L02A072.1197920"	"51.0824987962017"	"57.002241288983"	"1"
"11116.A13B097.1196336"	"58.9722035967864"	"83.4935974178355"	"1"
"11116.L26A096.1193868"	"73.4820828972206"	"94.3513581600304"	"1"
"11116.C17A63.1194384"	"58.8048919626872"	"72.0023198767956"	"1"
"11116.C20A63.1196225"	"59.035854177403"	"70.0007299593635"	"1"
"11116.L18A082.1197290"	"85.4918279159696"	"95.9465631645665"	"1"
"11116.I32A066.1194510"	"50.7258943550514"	"60.2144935140487"	"1"
"11116.I17A079.1197405"	"65.8918070332932"	"68.9836942922791"	"1"
"11116.U481A62.1194721"	"69.5691666851212"	"73.5437937352548"	"1"
"11116.I30A119.1198399"	"79.0730096826237"	"93.3517086669979"	"1"
"11116.A10C118.1196807"	"97.7489944174855"	"96.5469091702915"	"0"
"11116.A26D061.1195782"	"67.7916864364471"	"63.7927003580601"	"0"
"11116.A03A064.1197126"	"54.6453893490313"	"67.3525878059019"	"1"
"11116.L07A091.1193634"	"82.3479753919711"	"90.9923236450115"	"1"
"11116.A20A097.1196594"	"86.4028230526283"	"96.4466038771332"	"1"
"11116.I04A093.1194434"	"56.9911615200449"	"59.948586688903"	"1"
"11116.A27A097.1198391"	"77.9418176796893"	"95.9896173704616"	"1"
"11116.L09A070.1195977"	"57.7826780693574"	"58.1233365314024"	"1"
"11116.A33B085.1195876"	"75.4757014955948"	"95.923440783844"	"1"
"11116.L30A076.1195525"	"54.5373786001434"	"59.2933914526858"	"1"
"11116.I07A105.1198263"	"57.9046908482887"	"60.5381325692059"	"1"
"11116.A21D085.1195923"	"79.0205463636623"	"95.2981586039773"	"1"
"11116.A23B061.1196470"	"53.1356253589494"	"67.5783842097877"	"1"
"11116.C01A63.1193680"	"56.7550602436991"	"69.1237244970509"	"1"
"11116.A11C103.1194249"	"67.3501586463098"	"92.0263897740469"	"1"
"11116.I14A084.1197522"	"79.1175050850442"	"94.7463763539752"	"1"
"11116.I08A072.1196033"	"53.4120561266955"	"73.257306680354"	"1"
"11116.I14A077.1197787"	"71.1915157915179"	"74.1656471377962"	"1"
"11116.L27A074.1193651"	"58.9020778256827"	"64.5759077152969"	"1"
"11116.I22A073.1197341"	"58.8657720412748"	"64.7263061804092"	"1"
"11116.I30A074.1193750"	"50.5037187312801"	"66.444094099837"	"1"
"11116.U435A62.1195467"	"84.6691476112587"	"92.6326897153777"	"1"
"11116.A14A079.1194074"	"60.9520370258341"	"68.3205025626168"	"1"
"11116.A07D064.1194135"	"55.2610632999915"	"63.9484661370414"	"1"
"11116.A05C103.1195473"	"63.1111280219904"	"86.2112967947794"	"1"
"11116.I08A119.1196391"	"56.1695136334342"	"57.6927734505087"	"1"
"11116.A32A067.1194083"	"53.4642722719387"	"59.5829891527068"	"1"
"11116.A11B064.1198415"	"52.2488268805053"	"62.9052193125416"	"1"
"11116.A24C088.1198090"	"65.3867030869548"	"83.042998101029"	"1"
"11116.L20A082.1195818"	"55.7841491994389"	"68.3388237827752"	"1"
"11116.L17A096.1196475"	"58.4460916911588"	"85.5406950984852"	"1"
"11116.A04D118.1195984"	"63.0429940165689"	"88.2697815189303"	"1"
"11116.L08A064.1197568"	"49.8098651366093"	"60.8270956668349"	"1"
"11116.L25A072.1195598"	"64.0516949252795"	"66.564005248839"	"1"
"11116.A20C094.1197854"	"73.764592343359"	"94.5280483142393"	"1"
"11116.U463A62.1194993"	"69.8317442852521"	"77.1863554458929"	"1"
"11116.L23A095.1194973"	"67.8103002829139"	"91.5585322159291"	"1"
"11116.I23A074.1198190"	"62.8651108284689"	"68.4586417772441"	"1"
"11116.C14A61.1195834"	"54.605517126634"	"61.237675501792"	"1"
"11116.L26A103.1195813"	"62.0394339246601"	"66.4751669015792"	"1"
"11116.I01A076.1195276"	"51.3879625181219"	"61.912600825351"	"1"
"11116.I28A097.1196879"	"70.0555159044295"	"91.5787615067753"	"1"
"11116.L17A081.1195749"	"53.1604183433243"	"54.2644071376048"	"1"
"11116.I12A070.1196114"	"59.7854555069398"	"68.138972734344"	"1"
"11116.L29A080.1193650"	"52.8191688436891"	"68.5455019866698"	"1"
"11116.A15D073.1197000"	"53.6998957649112"	"59.2233690760699"	"1"
"11116.A11C091.1194621"	"74.5922698574154"	"93.9400500416478"	"1"
"11116.A24B088.1193960"	"66.0492618639878"	"88.8276361733605"	"1"
"11116.U435A61.1198414"	"78.4564673382294"	"82.5698877237646"	"1"
"11116.L07A119.1196262"	"84.5849291961002"	"95.5197969999239"	"1"
"11116.L07A086.1198089"	"59.1025048332224"	"64.9539762235256"	"1"
"11116.L24A065.1194664"	"51.5444311592763"	"57.7715267919641"	"1"
"11116.A01A091.1197573"	"79.6986154615671"	"94.9265503990504"	"1"
"11116.C17A62.1196532"	"53.6952866507146"	"73.6548855282873"	"1"
"11116.I13A075.1196568"	"65.8896884992538"	"67.098803749256"	"1"
"11116.I05A099.1194131"	"91.8038721950918"	"97.7842945111568"	"1"
"11116.I02A066.1197090"	"50.7653332891053"	"62.1236672684311"	"1"
"11116.A04A061.1194960"	"52.0623345703282"	"68.3081094341651"	"1"
"11116.L17A090.1197396"	"61.7849386498648"	"68.5698803805826"	"1"
"11116.A27D103.1196004"	"64.3363582707629"	"70.2800653877793"	"1"
"11116.A11A070.1194243"	"58.7279493304466"	"64.3004679628281"	"1"
"11116.A15B070.1196043"	"64.7116306229579"	"73.225170456527"	"1"
"11116.L21A098.1196674"	"78.6388136883232"	"83.581178564891"	"1"
"11116.I18A071.1196572"	"66.6575010953226"	"66.7521176818962"	"1"
"11116.I32A070.1195285"	"99.5870873430075"	"99.1186088715331"	"0"
"11116.L15A091.1196575"	"57.9273958417371"	"68.7753705300004"	"1"
"11116.U483A62.1194166"	"76.9185421052146"	"82.4040216321341"	"1"
"11116.L02A064.1194087"	"66.8018542567947"	"77.8725236513934"	"1"
"11116.C02A65.1196699"	"63.1116527955574"	"83.6360582612492"	"1"
"11116.A33C094.1195405"	"80.6262809756579"	"96.5264709765177"	"1"
"11116.L28A062.1194144"	"48.9413812369393"	"67.7695766076264"	"1"
"11116.L14A098.1197012"	"55.9723949669293"	"84.3924210095571"	"1"
"11116.A08C061.1197404"	"50.0266233832173"	"64.4855622268712"	"1"
"11116.I23A103.1197966"	"51.5521660315734"	"56.2104054512217"	"1"
"11116.L09A069.1195091"	"46.9019205673228"	"59.3745827881948"	"1"
"11116.A19D082.1196075"	"84.9843753235655"	"97.328713228777"	"1"
"11116.L18A100.1196633"	"68.0724633618406"	"86.0130945955832"	"1"
"11116.L01A088.1195397"	"99.0519594919474"	"97.6633439655268"	"0"
"11116.L25A095.1195248"	"99.5107870412735"	"98.5509138455788"	"0"
"11116.L31A061.1197604"	"48.2951609380979"	"65.4389504735712"	"1"
"11116.L25A077.1197182"	"99.5944700171985"	"98.6720380564621"	"0"
"11116.U523A62.1196461"	"83.792653330941"	"91.2447568057612"	"1"
"11116.A02D088.1193947"	"88.603212574669"	"97.3811766275279"	"1"
"11116.I19A090.1196542"	"68.7825130497958"	"91.1291878020565"	"1"
"11116.L05A120.1196578"	"86.5869604575552"	"94.0224245803244"	"1"
