"otu_id"	"error_autoencoder"	"error_defaultpredictor"	"better_than_default"
"4339351"	"45.2429637251481"	"66.4698962363029"	"1"
"664216"	"55.9197281579722"	"72.7313360360544"	"1"
"1028953"	"99.4183150928298"	"99.9795746664185"	"1"
"1053775"	"61.1055618608995"	"71.2717730199706"	"1"
"4320381"	"49.3324691272914"	"62.9545393822804"	"1"
"968121"	"98.74097441737"	"99.5568494629154"	"1"
"1105814"	"69.9478183953429"	"77.4292677027131"	"1"
"987899"	"47.5306284632771"	"66.2045553693575"	"1"
"535678"	"94.6885470147499"	"97.0856909341142"	"1"
"1118109"	"98.7306917472311"	"99.8244109802591"	"1"
"946179"	"44.5327766345584"	"64.0304871945688"	"1"
"313833"	"44.9016042247592"	"64.4768156767503"	"1"
"358590"	"46.1245922153577"	"63.5608337320208"	"1"
"249571"	"48.9676857817393"	"56.1402923256942"	"1"
"1106748"	"48.572093094945"	"69.2344646404375"	"1"
"4476891"	"90.891493648188"	"94.106331201336"	"1"
"541511"	"37.7391666637216"	"66.3409792645596"	"1"
"1106324"	"97.0375965202572"	"98.899847741316"	"1"
"150877"	"80.413212118187"	"87.0198959656959"	"1"
"1115404"	"54.380982154852"	"73.0026399152638"	"1"
"811449"	"71.2744496204946"	"76.8413636557858"	"1"
"350446"	"99.1376288287173"	"99.7684682356536"	"1"
"788268"	"98.2893526018446"	"99.3743394432519"	"1"
"1110303"	"37.7347499316841"	"61.9294670314913"	"1"
"591683"	"38.0023556008301"	"63.8020892176256"	"1"
"254949"	"56.9176357232812"	"70.3854267151429"	"1"
"216748"	"39.1406278977671"	"60.1799143536926"	"1"
"222900"	"54.2349003707162"	"69.0287748156288"	"1"
"984175"	"51.2110225577675"	"63.9576228289967"	"1"
"610753"	"87.2400041038847"	"90.3922215885627"	"1"
"672471"	"49.9467875628319"	"68.7676234989952"	"1"
"893232"	"48.6634080653989"	"65.7678113253209"	"1"
"1107128"	"82.4194914038327"	"87.7868462571222"	"1"
"791738"	"70.949800205988"	"75.0935836639416"	"1"
"551895"	"59.3437177781599"	"73.3829066890703"	"1"
"578508"	"84.905626390204"	"90.476015390501"	"1"
"370301"	"40.9051880717563"	"60.0551370496706"	"1"
"173004"	"90.8952611426554"	"94.2622016483007"	"1"
"754410"	"67.1063688120172"	"75.1594692124474"	"1"
"1059762"	"49.72393514706"	"59.0308348453064"	"1"
"1144575"	"42.9349578156261"	"67.1847561498954"	"1"
"1080447"	"94.9789813111212"	"97.4751715646333"	"1"
"3276016"	"44.8034840064955"	"66.8172876242816"	"1"
"141365"	"70.5355367428132"	"69.9791845757079"	"0"
"2259380"	"58.8409914004195"	"70.6194620427207"	"1"
"994823"	"50.7889890060038"	"68.4352120051811"	"1"
"865520"	"81.2146255969701"	"87.0003080548116"	"1"
"538315"	"99.7072926045515"	"99.9964754914347"	"1"
"102024"	"51.0348178853839"	"73.0050136755739"	"1"
"676066"	"72.6001278950428"	"75.5454067322562"	"1"
"559780"	"53.9472877212588"	"63.4739810126465"	"1"
"249773"	"73.434652443204"	"81.0705249767391"	"1"
"209233"	"57.1477025355437"	"75.1736030425131"	"1"
"1071316"	"98.9023631265954"	"99.5098113509923"	"1"
"709971"	"85.8472377586942"	"88.4212862956389"	"1"
"356083"	"92.9054474497559"	"95.5256638677013"	"1"
"879040"	"79.6463163482841"	"83.0000279080977"	"1"
"210344"	"40.199841786455"	"64.1874228143418"	"1"
"4350559"	"50.5024279481014"	"67.5235361140052"	"1"
"1069213"	"53.6639011564598"	"62.0476379151364"	"1"
"624858"	"94.1156969862388"	"96.7058013486618"	"1"
"4369011"	"50.8383680962949"	"69.3380422706937"	"1"
"654742"	"55.0666124669304"	"71.3696897354061"	"1"
"367995"	"52.1550338138998"	"67.9445904822759"	"1"
"833645"	"96.5767201568988"	"98.1315475217053"	"1"
"800292"	"99.343155080848"	"99.9521245089232"	"1"
"217929"	"42.8513798189603"	"62.7688504190754"	"1"
"592301"	"94.1024031399318"	"95.8840496536773"	"1"
"922761"	"99.5274595759142"	"94.013902974006"	"0"
"810700"	"47.2577809625446"	"62.7666681019415"	"1"
"1111883"	"46.9129832311501"	"71.2399222119578"	"1"
"814282"	"67.1328724438199"	"72.9035451831037"	"1"
"588861"	"70.447365588675"	"75.0225746099517"	"1"
"225453"	"99.9615422643118"	"99.9997355255948"	"1"
"993474"	"84.8413391723845"	"88.5185205337446"	"1"
"969805"	"61.2079501792912"	"65.760315024422"	"1"
"662808"	"68.7116127515977"	"72.7188156622608"	"1"
"920852"	"54.7459038260614"	"67.1396160428905"	"1"
"223441"	"49.3352552163746"	"68.4752691937244"	"1"
"4358255"	"41.6385953469701"	"64.168362228781"	"1"
"812809"	"72.5603405880032"	"82.6881542761893"	"1"
"513073"	"37.958339751748"	"62.252078301916"	"1"
"1024056"	"82.8902973959117"	"88.7120725676952"	"1"
"564004"	"57.1002795895701"	"71.050826750545"	"1"
"223764"	"44.6169420385257"	"66.4029425964269"	"1"
"552186"	"47.7908418450308"	"69.0187906855917"	"1"
"208595"	"47.0383198386268"	"71.7703389351297"	"1"
"587313"	"93.7373508385438"	"97.5968505534765"	"1"
"850135"	"86.9074784561505"	"82.9461138282527"	"0"
"510204"	"95.1910284855019"	"97.3755358424777"	"1"
"48487"	"54.4304185695367"	"68.4135269026705"	"1"
"284171"	"67.1491731457594"	"76.3877811069332"	"1"
"940828"	"99.0883240655151"	"99.9346408248723"	"1"
"1096572"	"85.8082253898866"	"90.5084112701708"	"1"
"142247"	"55.7937542246032"	"75.0489215943953"	"1"
"358664"	"52.528133592062"	"66.9245151200625"	"1"
"575688"	"79.4806323613278"	"70.5900135801902"	"0"
"580625"	"51.6219760211137"	"65.991573944706"	"1"
"1116937"	"70.982857500099"	"77.1658335170979"	"1"
"1104437"	"71.8427697239912"	"79.2873064381418"	"1"
"918840"	"74.771631382567"	"84.887165959864"	"1"
"929699"	"52.3581715126921"	"66.6446823910478"	"1"
"562922"	"52.0822125470532"	"67.903313088953"	"1"
"591340"	"50.9009903604501"	"73.2079688892508"	"1"
"828127"	"59.2373713985361"	"72.2193730663207"	"1"
"1104733"	"90.1684383981172"	"93.4824804556965"	"1"
"207082"	"44.9818803811747"	"67.6609304991904"	"1"
"20428"	"96.6982074919063"	"98.7533367165928"	"1"
"512148"	"64.0258421959783"	"70.1336150166711"	"1"
"545548"	"37.9676904617318"	"60.3677881792831"	"1"
"562604"	"62.3070031003142"	"74.5443940495422"	"1"
"279206"	"40.8465033029295"	"60.6546895296229"	"1"
"646549"	"14.3889172869485"	"36.2195085451883"	"1"
"4379833"	"48.2562361899752"	"69.3818961088293"	"1"
"810167"	"90.7283038417746"	"92.6165163943927"	"1"
"3319380"	"98.8281322492134"	"99.7113907703214"	"1"
"225894"	"59.3620212776059"	"71.5583994283983"	"1"
"1107346"	"56.001982785136"	"72.7143855454925"	"1"
"1042519"	"49.1547388585941"	"72.4289039965143"	"1"
"547148"	"50.2274454550585"	"69.6969098081922"	"1"
"541741"	"85.0638507525731"	"91.1765512913869"	"1"
"854050"	"100"	"100"	"0"
"1093690"	"67.2544932318467"	"73.7796311314654"	"1"
"358785"	"89.4015339987621"	"94.1864518978713"	"1"
"820086"	"95.8636587098819"	"96.8633331688596"	"1"
"4321627"	"85.6972008600101"	"89.558309175016"	"1"
"261663"	"49.9545924147873"	"67.9684790743007"	"1"
"223126"	"58.9296324452394"	"72.1328323975984"	"1"
"808919"	"43.1372710560249"	"61.524848403491"	"1"
"591157"	"38.8729971671802"	"67.7691758283607"	"1"
"693971"	"66.3460582884966"	"75.782427436702"	"1"
"940737"	"49.938656800338"	"63.010887935168"	"1"
"103869"	"65.0640015757014"	"77.8034461340687"	"1"
"410072"	"47.5350575092746"	"68.3719510896977"	"1"
"545247"	"38.7642132560065"	"64.0769075753054"	"1"
"1020921"	"88.3393324114705"	"87.5114570280809"	"0"
"1069076"	"47.8539294962294"	"65.5169184540679"	"1"
"822419"	"74.6679156571192"	"73.0265889310395"	"0"
"519739"	"97.0607101962449"	"98.6062919149692"	"1"
"512542"	"94.1534082634263"	"97.0776392607147"	"1"
"564241"	"99.19470732395"	"99.966113685083"	"1"
"521158"	"48.2214631545425"	"63.4968928445406"	"1"
"1084045"	"75.3060678939616"	"70.4550069949257"	"0"
"592129"	"50.3862300375232"	"63.8951652296699"	"1"
"246466"	"83.8391170088403"	"89.4670679902104"	"1"
"930055"	"46.6638664830568"	"63.143497304299"	"1"
"510591"	"94.3670892740981"	"97.1286682000884"	"1"
"46818"	"42.2417422962362"	"57.8235551583208"	"1"
"931593"	"43.7649700345905"	"61.6600658045543"	"1"
"1108960"	"60.0169613413682"	"69.2681735692556"	"1"
"142373"	"40.1315965923464"	"65.6486877197637"	"1"
"726736"	"69.0093487367246"	"77.8009391802022"	"1"
"751555"	"36.7113235751935"	"63.9376258959572"	"1"
"547806"	"57.503241815422"	"66.694973982549"	"1"
"755077"	"39.0729618340166"	"64.9744555746835"	"1"
"697989"	"86.7834103180254"	"74.3625551730068"	"0"
"989109"	"42.2256116035122"	"60.779470556283"	"1"
"4348098"	"46.3788690730849"	"62.9960565149784"	"1"
"585878"	"42.2920278208161"	"68.461946885216"	"1"
"236583"	"99.7117148328261"	"99.9941130942176"	"1"
"1008533"	"59.054257271276"	"76.1376729825992"	"1"
"144633"	"53.8620516809128"	"69.2414780138343"	"1"
"718335"	"45.5306644504302"	"66.7587271658288"	"1"
"4318356"	"53.0515504668307"	"67.9173011650025"	"1"
"353494"	"37.0450654177379"	"62.7219445488485"	"1"
"584331"	"99.9469776086532"	"99.999977796802"	"1"
"532125"	"98.4775164102393"	"99.1440933455693"	"1"
"128177"	"93.0938399968332"	"94.6674912210264"	"1"
"1106130"	"90.2487044248093"	"90.7028595082721"	"1"
"864304"	"46.3978852922142"	"66.3889868803548"	"1"
"647472"	"49.4116134802953"	"68.5152938126914"	"1"
"576059"	"57.5762122498036"	"75.9895017458704"	"1"
"1051459"	"97.4404108448863"	"98.9430664035093"	"1"
"494339"	"70.8482115236765"	"75.6012785275772"	"1"
"13332"	"55.5529970531718"	"69.0843979021735"	"1"
"802011"	"89.7559773710383"	"91.4822232599198"	"1"
"1021984"	"46.0178262997408"	"68.5243779107188"	"1"
"509899"	"51.6074994721034"	"68.5426577917135"	"1"
"996116"	"68.2182789175293"	"72.4003947897494"	"1"
"336745"	"74.6937793071248"	"78.7720880019132"	"1"
"552687"	"85.6756180539607"	"90.2670704409295"	"1"
"358068"	"68.7726445441506"	"74.0807077467412"	"1"
"220353"	"48.4684076807209"	"59.6128991068787"	"1"
"591747"	"82.7535516675879"	"88.1567616908082"	"1"
"314599"	"46.598894134297"	"70.1608071871657"	"1"
"876519"	"79.1417785369073"	"86.9154470687161"	"1"
"699318"	"62.7249120119919"	"70.8275287531469"	"1"
"361264"	"93.1571431574559"	"95.7847530537544"	"1"
"1106471"	"91.1893388648359"	"94.395633251823"	"1"
"58633"	"61.8075794169332"	"69.0433320131858"	"1"
"1015227"	"80.9610593340462"	"85.141322764634"	"1"
"142233"	"58.9416065047588"	"71.1303387372094"	"1"
"811424"	"42.3374802908947"	"65.0931229702121"	"1"
"273690"	"50.424116598444"	"67.2636539072286"	"1"
"551344"	"67.5700389659785"	"75.0150767961539"	"1"
"859157"	"60.2132323441344"	"71.7820377352589"	"1"
"538111"	"64.5207742004334"	"70.6358910041454"	"1"
"790384"	"93.8594958462632"	"96.5606410317106"	"1"
"252274"	"42.9772495261892"	"66.6467092312221"	"1"
"213308"	"59.1863018309397"	"73.246094027591"	"1"
"570595"	"43.9403729793542"	"58.78279155"	"1"
"2068089"	"46.4429620162028"	"70.7945632266146"	"1"
"1142871"	"38.3585094366832"	"67.8912684368917"	"1"
"719367"	"71.6849586598371"	"78.6624731303493"	"1"
"859313"	"49.8034240712622"	"66.3552981579412"	"1"
"238280"	"38.4574805480932"	"66.1573500523343"	"1"
"553648"	"79.1758894458213"	"78.3321951379242"	"0"
"1087325"	"87.3204748860122"	"90.8399740629373"	"1"
"583489"	"50.5762949623526"	"70.8264179874749"	"1"
"837424"	"88.4706606000795"	"91.8232125652268"	"1"
"1052559"	"58.7177818704374"	"67.9481950272716"	"1"
"657034"	"56.871940780601"	"73.5706849108441"	"1"
"216643"	"100"	"100"	"0"
"698517"	"46.8043802184739"	"66.6893825038852"	"1"
"1056070"	"97.0169948095417"	"98.1580110029445"	"1"
"553562"	"99.0855328023169"	"99.8698750924277"	"1"
"824723"	"71.608406635236"	"74.7519616051445"	"1"
"252345"	"57.5131644634291"	"63.5131130476638"	"1"
"998905"	"80.6518731627126"	"84.1630213016817"	"1"
"571484"	"50.6922748298988"	"72.5707198810852"	"1"
"4339223"	"50.0390779897079"	"73.5552347111563"	"1"
"408093"	"99.4123220377704"	"99.970134559292"	"1"
"562438"	"70.2025656886395"	"79.6395509340185"	"1"
"806201"	"99.382754518035"	"99.9406247006702"	"1"
"594040"	"67.7467725485486"	"76.4243507581417"	"1"
"589597"	"82.0026019000374"	"83.2621137966932"	"1"
"837069"	"99.0427588997601"	"99.9534876748533"	"1"
"136998"	"39.5577572127366"	"59.892829532809"	"1"
"1016118"	"60.5044460014116"	"68.9127263414832"	"1"
"833957"	"51.8701567605375"	"68.157770761011"	"1"
"160311"	"66.0421811211924"	"77.4120073634962"	"1"
"4308759"	"43.3996897057651"	"71.565967939072"	"1"
"938039"	"52.8914163911478"	"69.3610031496819"	"1"
"4402996"	"46.1699774229643"	"66.8660769139277"	"1"
"952203"	"77.9168190131759"	"83.1128022839997"	"1"
"345333"	"50.4099686083497"	"62.5390432793427"	"1"
"537655"	"52.676978971274"	"75.0793262738417"	"1"
"758928"	"40.0104856564648"	"67.5710994321698"	"1"
"331521"	"55.45643781208"	"72.5691196602858"	"1"
"248505"	"91.495798079085"	"95.3592290697725"	"1"
"687206"	"95.110098457712"	"97.1341427173902"	"1"
"358489"	"86.1820765180307"	"76.7807773122183"	"0"
"219282"	"39.9328444274699"	"64.59472312566"	"1"
"217917"	"65.3768208158329"	"73.3937666569395"	"1"
"250522"	"56.0040722737349"	"64.8099680643311"	"1"
"3809681"	"49.8181084172657"	"69.6325410198486"	"1"
"635391"	"75.2006698804503"	"73.8812852672327"	"0"
"1044581"	"82.200328106478"	"85.1778323632247"	"1"
"1072673"	"60.5374155625263"	"69.2162573900155"	"1"
"2063454"	"45.6172542624853"	"72.6902359504309"	"1"
"336057"	"79.0216358427117"	"86.6812412145959"	"1"
"551647"	"51.8833149932394"	"72.7529207156889"	"1"
"822874"	"31.7303820864768"	"62.6364427241874"	"1"
"311035"	"44.9960358462138"	"66.7532431812093"	"1"
"819037"	"51.5441397061965"	"61.0984313841229"	"1"
"268617"	"50.448534588843"	"70.9469039522616"	"1"
"895220"	"92.9569469142716"	"95.9657296118333"	"1"
"751138"	"72.3170426170026"	"76.4458294197132"	"1"
"987696"	"90.1503859690772"	"92.7436015950718"	"1"
"209762"	"49.1934061194463"	"60.2767521131752"	"1"
"4302554"	"40.4756369090008"	"64.1892431182124"	"1"
"813885"	"99.5952595160121"	"99.991684577363"	"1"
"1108483"	"61.857622495541"	"80.7561282714743"	"1"
"207355"	"37.9052827182828"	"62.8656612815262"	"1"
"93175"	"98.4138546368069"	"99.6843545280531"	"1"
"759916"	"99.1002312733837"	"99.3598040697127"	"1"
"142384"	"54.4817259762656"	"72.0252862918828"	"1"
"1015017"	"56.2658479921599"	"64.9781053152269"	"1"
"561885"	"66.8600216185676"	"67.7578974688589"	"1"
"891898"	"83.0721160403206"	"88.8557710797936"	"1"
"4469039"	"38.4122999062846"	"66.7881216089118"	"1"
"957360"	"54.6859456132135"	"72.06320004948"	"1"
"824826"	"76.0463169041451"	"82.9757829334553"	"1"
"354765"	"93.7115290931014"	"95.5142594360274"	"1"
"1812611"	"56.9679139762338"	"68.7313625722273"	"1"
"248395"	"93.5957381022696"	"95.884217017145"	"1"
"729145"	"89.1507217755576"	"91.7188689451439"	"1"
"717396"	"54.1863293930888"	"66.4785646428699"	"1"
"942852"	"99.478675528958"	"99.9947384804598"	"1"
"968261"	"44.1075631210327"	"63.4159534379976"	"1"
"1052235"	"44.4974196373313"	"64.5577092284993"	"1"
"673712"	"45.2691776431167"	"73.6104259648505"	"1"
"763448"	"46.4668779160764"	"67.8069354485514"	"1"
"555384"	"99.9112817693097"	"99.9955175636887"	"1"
"1110625"	"52.4972785218458"	"68.9529489348549"	"1"
"2834426"	"56.3737527312484"	"70.8441110588685"	"1"
"974121"	"97.310279115578"	"98.7514408768896"	"1"
"1060474"	"98.0091111721561"	"99.4809868387163"	"1"
"297615"	"91.1916522770307"	"94.3609947606071"	"1"
"1106617"	"99.284316933402"	"99.3134751144553"	"1"
"571700"	"40.1474569937237"	"65.1097370398778"	"1"
"332557"	"66.5167982714043"	"68.5556608440875"	"1"
"536008"	"81.0749158646073"	"79.679511626203"	"0"
"1087471"	"64.5059903150201"	"71.2518145523677"	"1"
"2324042"	"97.8276800324647"	"98.8199579389936"	"1"
"361372"	"53.8798390295006"	"74.2278745833643"	"1"
"1074016"	"75.0204114102276"	"78.4385863784882"	"1"
"112867"	"32.1622653975306"	"62.524123302525"	"1"
"4322410"	"53.4932150711335"	"75.0333978245014"	"1"
"338196"	"71.6529776547444"	"73.9121930397336"	"1"
"511074"	"82.977277140917"	"78.8782072237538"	"0"
"237257"	"61.5303747869528"	"71.9596619894292"	"1"
"624312"	"78.8912354762612"	"87.0223291255178"	"1"
"2818167"	"62.4454638401268"	"73.8838312253835"	"1"
"539978"	"99.1255266306372"	"99.9241556824497"	"1"
"851113"	"97.5437346542583"	"96.2973707428952"	"0"
"4317750"	"50.667907856189"	"67.3566782743205"	"1"
"220524"	"38.3612167212901"	"60.2655840172932"	"1"
"1107637"	"49.1074098519658"	"67.6626736450331"	"1"
"112754"	"97.9946444955355"	"99.5902014882247"	"1"
"1068155"	"47.6045863825126"	"63.3518306677677"	"1"
"646030"	"40.2610956317275"	"66.0895348079188"	"1"
"553534"	"98.6797043933396"	"99.5053697249741"	"1"
"581900"	"55.5960329490868"	"70.1309989816483"	"1"
"308202"	"40.1165143951257"	"64.4175716018099"	"1"
"622731"	"44.8859494409713"	"65.3693057470582"	"1"
"1639771"	"47.2002036401601"	"68.4058571699972"	"1"
"217746"	"50.5207401236252"	"67.4433119546269"	"1"
"217748"	"49.8895703231659"	"65.9613077675743"	"1"
"882681"	"56.8497842362051"	"65.2587595025038"	"1"
"156210"	"46.3427712666637"	"66.5514283282833"	"1"
"594013"	"74.1173408940882"	"74.5492677515385"	"1"
"4324314"	"47.5833505179572"	"68.5839597427493"	"1"
"814295"	"56.6954260581446"	"74.3983974118691"	"1"
"219743"	"92.4135412022285"	"94.0998360111283"	"1"
"562008"	"98.4542955326986"	"99.8011142161278"	"1"
"13568"	"48.9894172875768"	"58.6617292047575"	"1"
"1131545"	"55.2248894416175"	"67.7439398253159"	"1"
"819893"	"80.4591578399587"	"82.4993188775214"	"1"
"587598"	"98.4755282306626"	"99.7613013150735"	"1"
"417101"	"90.1900038782129"	"90.6624468127898"	"1"
"1029922"	"97.6909576857757"	"98.6497001145"	"1"
"436590"	"38.952855583339"	"57.5218102412979"	"1"
"4316722"	"60.8345952314816"	"70.454909905678"	"1"
"570576"	"46.2311897724653"	"65.8141286479908"	"1"
"1062748"	"80.3573349148379"	"84.9439923348194"	"1"
"514041"	"48.0519007687712"	"64.4782672330742"	"1"
"855996"	"39.5130038610866"	"62.6480127105554"	"1"
"588703"	"97.5195327028893"	"99.4294422390593"	"1"
"783660"	"56.7307922281269"	"68.8612932298481"	"1"
"112949"	"50.8528796789749"	"67.5310227326222"	"1"
"567336"	"68.5985291424779"	"74.596327640794"	"1"
"567333"	"82.26015742994"	"88.5660274583586"	"1"
"343242"	"58.7842047245336"	"66.2620182573791"	"1"
"532331"	"65.2690430641005"	"80.1256699519132"	"1"
"946860"	"44.2983924262461"	"66.509948916089"	"1"
"1081222"	"61.4235622782383"	"63.8749019438825"	"1"
"1049393"	"98.419809353284"	"99.7734742105"	"1"
"257270"	"96.3314833868534"	"98.5292411051023"	"1"
"925200"	"50.3175623963345"	"61.6190846547967"	"1"
"758613"	"99.2397551251963"	"99.880082787721"	"1"
"253167"	"56.5609234058205"	"69.8435647072895"	"1"
"511817"	"47.8550446817541"	"65.3377700528713"	"1"
"945478"	"66.3349278610436"	"75.3304836156053"	"1"
"551109"	"96.0012392213788"	"96.837075704323"	"1"
"215823"	"94.5781087667476"	"94.8523484525369"	"1"
"215825"	"41.3938332062193"	"62.8847091391901"	"1"
"1048878"	"80.8564681082341"	"84.8309816600363"	"1"
"816631"	"71.2917190488261"	"79.5406908266874"	"1"
"223655"	"54.2332345354144"	"64.9219095606216"	"1"
"822571"	"61.2140476787149"	"73.6584444710037"	"1"
"831289"	"93.1684388292027"	"95.7880536193355"	"1"
"325776"	"65.0144772043184"	"75.5625057471466"	"1"
"512397"	"82.1676431608686"	"87.7325721715027"	"1"
"357721"	"47.3276868228945"	"67.3186105780102"	"1"
"304694"	"57.7727598461901"	"68.5050767387753"	"1"
"1053703"	"71.7065793127845"	"72.5597568367831"	"1"
"564093"	"97.3926877032124"	"99.1743988182769"	"1"
"1020262"	"98.0307510220308"	"98.8175210846418"	"1"
"537115"	"63.3486567491621"	"78.6848528674169"	"1"
"4318042"	"82.9627264493169"	"83.2231414445014"	"1"
"1125708"	"98.6230524582412"	"99.6918814477928"	"1"
"216350"	"51.1271319026935"	"72.1031063565888"	"1"
"949062"	"46.4329472942445"	"61.0738890055955"	"1"
"816441"	"68.4278697363068"	"76.861339373023"	"1"
