"sample_id"	"error_autoencoder"	"error_defaultpredictor"	"better_than_default"
"11116.A27D085.1197162"	"6.00568352935182e-06"	"0.000978750678349693"	"1"
"11116.L13A076.1194101"	"0.000932010970154349"	"0.00716233798660309"	"1"
"11116.A29D079.1196506"	"0.00537967031408216"	"0.0124377061120933"	"1"
"11116.C07A62.1194479"	"0.000186867025820382"	"0.000724083696246893"	"1"
"11116.L32A119.1197668"	"1.84167578007094e-05"	"0.00130812754262598"	"1"
"11116.U537A61.1194570"	"0.000535770797680755"	"0.00466385084340625"	"1"
"11116.I25A076.1198162"	"0.000823440393195653"	"0.00462619103785154"	"1"
"11116.L31A105.1196644"	"8.4923963563781e-06"	"0.000991432391482615"	"1"
"11116.L16A067.1194071"	"0.00193977672710461"	"0.0042153506755336"	"1"
"11116.A04B082.1195342"	"3.82872954530828e-05"	"0.000918289629097004"	"1"
"11116.I02A103.1194589"	"4.35153139546087e-06"	"0.000950889330133263"	"1"
"11116.L28A105.1198460"	"3.52097215746471e-05"	"0.000736157065863571"	"1"
"11116.I32A097.1198342"	"8.55212470758885e-06"	"0.000916585256842879"	"1"
"11116.I18A068.1194810"	"0.0014033048348417"	"0.00548302833236775"	"1"
"11116.A03D088.1195301"	"0.000420317757898039"	"0.00147764609470033"	"1"
"11116.A16C100.1196498"	"0.00293125617455691"	"0.00395913937888937"	"1"
"11116.L05A090.1196128"	"0.000121228589913776"	"0.00101220897310234"	"1"
"11116.C24A65.1195459"	"0.00317982986766737"	"0.00520633541882604"	"1"
"11116.I21A120.1194632"	"2.89874189017504e-05"	"0.00176025481045153"	"1"
"11116.U429A63.1197292"	"0.00101032730925519"	"0.00381587299634833"	"1"
"11116.A31A067.1194558"	"0.00160389960765891"	"0.00342239498292264"	"1"
"11116.I30A077.1195572"	"0.00273938449698971"	"0.00532859147253582"	"1"
"11116.I26A076.1195545"	"0.00260448810905573"	"0.00748725743317477"	"1"
"11116.A19B061.1196347"	"0.00104780454396104"	"0.00915366658054195"	"1"
"11116.I27A078.1198311"	"0.000991324096056523"	"0.00435987118243545"	"1"
"11116.U459A61.1197774"	"0.000393944738800025"	"0.00408476293318571"	"1"
"11116.L07A067.1195620"	"0.000707612965526294"	"0.00586944981877385"	"1"
"11116.C29A62.1193936"	"1.93431163746176e-05"	"0.00167123976912295"	"1"
"11116.A09C079.1194858"	"0.000409399424135887"	"0.00250249261424623"	"1"
"11116.L19A093.1194447"	"5.38598429700028e-06"	"0.000815321636054413"	"1"
"11116.A26C103.1198173"	"6.63813468459756e-06"	"0.00142529513604626"	"1"
"11116.I24A100.1195757"	"4.17801280610662e-06"	"0.000914315075478859"	"1"
"11116.A01A079.1197702"	"1.25161736067832e-05"	"0.00103668330001569"	"1"
"11116.L08A118.1194556"	"0.00255121047516879"	"0.00332847709250626"	"1"
"11116.L26A079.1197261"	"0.000232752492352579"	"0.000601842650056035"	"1"
"11116.A13B067.1197760"	"0.000813879896492693"	"0.00815420582470555"	"1"
"11116.I28A086.1198352"	"0.000429932410758711"	"0.000735605647296056"	"1"
"11116.I04A070.1193609"	"0.00181899569252756"	"0.00217475367902818"	"1"
"11116.I07A078.1195055"	"0.000532825197721421"	"0.00226345086549899"	"1"
"11116.L17A067.1196425"	"0.000382611670588441"	"0.00291670106032062"	"1"
"11116.I29A093.1197099"	"0.0011148763210379"	"0.003564279706925"	"1"
"11116.L16A065.1197557"	"0.00111358203697174"	"0.00740740288612429"	"1"
"11116.I32A092.1195104"	"0.00109515127580702"	"0.00308610850372645"	"1"
"11116.I11A067.1197505"	"0.00211812122128508"	"0.00436876496240465"	"1"
"11116.L08A071.1195918"	"0.000248506572706248"	"0.00129240800015488"	"1"
"11116.A16B103.1194254"	"1.12094636040714e-05"	"0.00177303213868341"	"1"
"11116.L17A105.1195132"	"1.48400936302059e-05"	"0.000806080697322739"	"1"
"11116.A03D091.1197286"	"1.17910013843012e-05"	"0.00179205369805391"	"1"
"11116.I06A092.1194358"	"0.000525286825736932"	"0.00210306921871018"	"1"
"11116.I23A072.1195187"	"0.00188378348166693"	"0.00562067154656474"	"1"
"11116.A21C085.1194309"	"4.94954512474213e-06"	"0.0011181601662124"	"1"
"11116.L15A072.1197613"	"0.00167694133653581"	"0.0049399458476319"	"1"
"11116.L03A078.1195565"	"0.00181901585892405"	"0.00549151823312099"	"1"
"11116.A01D094.1194066"	"5.65149497777516e-06"	"0.000997172966265142"	"1"
"11116.C15A64.1195806"	"0.00148924657081306"	"0.00289979829313039"	"1"
"11116.I15A096.1194842"	"6.73758887709297e-05"	"0.00105289304943141"	"1"
"11116.L20A119.1193927"	"3.76346597049689e-05"	"0.00117655585054895"	"1"
"11116.A18C064.1194229"	"0.00156379250314345"	"0.00580149382404276"	"1"
"11116.A30C076.1196868"	"0.000655654975977557"	"0.00364013833914245"	"1"
"11116.I29A083.1196894"	"2.31083377239385e-05"	"0.000936566169588604"	"1"
"11116.I28A066.1196882"	"0.000696926449721504"	"0.00275189435050856"	"1"
"11116.I15A089.1195175"	"5.68235605866225e-06"	"0.000958026011157797"	"1"
"11116.C29A65.1197477"	"1.14607166453536e-05"	"0.000887206198087922"	"1"
"11116.L24A077.1198170"	"0.00170045471029939"	"0.0105128840640468"	"1"
"11116.A25C061.1197711"	"0.000618486615695788"	"0.00762172011763503"	"1"
"11116.A13A103.1197198"	"4.13758028750983e-06"	"0.00102230184517651"	"1"
"11116.L20A073.1197617"	"0.000781855664198607"	"0.00269951062559736"	"1"
"11116.A24A118.1196233"	"0.000851329061802674"	"0.0021357504270871"	"1"
"11116.L32A104.1194325"	"0.000256946411842324"	"0.000892808106158002"	"1"
"11116.L31A068.1194808"	"0.00398837866870475"	"0.00717831735779701"	"1"
"11116.U493A63.1195769"	"0.000242864887107467"	"0.00254458206090183"	"1"
"11116.A04A103.1197884"	"4.71919450956942e-05"	"0.00176445349714898"	"1"
"11116.L15A076.1198334"	"0.000744049675630076"	"0.00373919847613801"	"1"
"11116.I10A077.1194283"	"0.00159768883238231"	"0.0051148916125152"	"1"
"11116.L01A078.1194251"	"0.00197083627677268"	"0.00585434397592917"	"1"
"11116.L22A085.1195257"	"0.0018098455599732"	"0.00274724163552099"	"1"
"11116.A14C070.1196750"	"0.000359049010147161"	"0.00153986538709146"	"1"
"11116.I07A079.1196408"	"0.000891378545008515"	"0.00327377124910495"	"1"
"11116.A10A085.1197830"	"4.76031349641668e-06"	"0.00112021827324456"	"1"
"11116.A17C064.1196111"	"0.000970870194077062"	"0.00323378486896979"	"1"
"11116.A08A076.1196197"	"0.00114360241023093"	"0.00796482289718031"	"1"
"11116.L31A104.1195618"	"5.49779104216066e-06"	"0.000985846032044453"	"1"
"11116.L02A087.1197475"	"0.00400931326566338"	"0.0044255114238154"	"1"
"11116.A07A094.1196378"	"4.24181741906632e-06"	"0.00102004830022562"	"1"
"11116.A26B094.1193834"	"0.00018357159105344"	"0.00175149707067853"	"1"
"11116.I12A072.1193771"	"0.00243396017891687"	"0.00819116773771479"	"1"
"11116.L24A081.1197179"	"7.92410277484544e-05"	"0.00191692975603297"	"1"
"11116.A21D073.1197323"	"0.00100821922275278"	"0.00321645322563202"	"1"
"11116.A30B082.1196956"	"6.69549045357809e-06"	"0.00121322019372663"	"1"
"11116.I01A083.1195161"	"5.70510570758863e-06"	"0.000969165471800704"	"1"
"11116.I22A064.1194022"	"0.000747834065909004"	"0.010608194213022"	"1"
"11116.A02C085.1194730"	"1.60784260896987e-05"	"0.00180999211564631"	"1"
"11116.I23A099.1197227"	"6.58408175915064e-06"	"0.000985466587383059"	"1"
"11116.I12A076.1196492"	"0.000182099943024248"	"0.0019043738576622"	"1"
"11116.U531A62.1195485"	"0.00179762554557795"	"0.00330227935120586"	"1"
"11116.C24A62.1196880"	"0.00250978223279237"	"0.0110575049705144"	"1"
"11116.A06D097.1193696"	"5.35272831556941e-06"	"0.00164864127016927"	"1"
"11116.A20D073.1194892"	"0.000920475459829222"	"0.00533319637587701"	"1"
"11116.A13A067.1196459"	"0.00063218034111577"	"0.00464196020135277"	"1"
"11116.L31A066.1193685"	"0.000438995429944302"	"0.00292690753423258"	"1"
"11116.C29A64.1194106"	"2.37094856359618e-05"	"0.00182073641644706"	"1"
"11116.A31C061.1194253"	"0.00102273144997853"	"0.00554005966305723"	"1"
"11116.I19A120.1196295"	"7.93270685867323e-05"	"0.00187019332816664"	"1"
"11116.A17D100.1194051"	"3.2856184835092e-05"	"0.00161941904450542"	"1"
"11116.I20A092.1195928"	"3.81836974149933e-05"	"0.000706820130505773"	"1"
"11116.A19B091.1195048"	"6.34008317613672e-06"	"0.000933573887909309"	"1"
"11116.A14A103.1196486"	"4.50994036736056e-06"	"0.00104076415440489"	"1"
"11116.I16A087.1196438"	"0.000795701697167797"	"0.0026035247539642"	"1"
"11116.L28A071.1197602"	"0.000700003397575705"	"0.0028156268739076"	"1"
"11116.A03B088.1194929"	"7.28335379064773e-06"	"0.00121620438825729"	"1"
"11116.A13C103.1193774"	"5.15018134348807e-06"	"0.00150941111694467"	"1"
"11116.I22A081.1194168"	"0.00076590984801197"	"0.00169527715875316"	"1"
"11116.A32A097.1198226"	"0.000249570772816928"	"0.00108783909457633"	"1"
"11116.L23A088.1195835"	"7.75182281862266e-06"	"0.000798526216927179"	"1"
"11116.L03A102.1195182"	"1.50860567428193e-05"	"0.000820708164923235"	"1"
"11116.L06A093.1196509"	"5.42369882434157e-06"	"0.000988208977229237"	"1"
"11116.U433A61.1196528"	"0.000226994839192304"	"0.00205095345626903"	"1"
"11116.A04B094.1196153"	"2.99152361719292e-05"	"0.00227675611614975"	"1"
"11116.L23A085.1194063"	"5.59490551146748e-05"	"0.000570053940107326"	"1"
"11116.I06A085.1195325"	"0.000310319456390768"	"0.00216539346851946"	"1"
"11116.I27A088.1194008"	"0.00167543978016429"	"0.00271420855796057"	"1"
"11116.A08C103.1197978"	"3.39685306558485e-06"	"0.00111367124540701"	"1"
"11116.I27A070.1197764"	"0.00101053808725856"	"0.00409428504450541"	"1"
"11116.A24B103.1194349"	"4.9018787764182e-06"	"0.00133230857032798"	"1"
"11116.A23C100.1195215"	"0.000844374575646031"	"0.00126582494645114"	"1"
"11116.L31A089.1196229"	"2.92741385812149e-05"	"0.000664772463496076"	"1"
"11116.I11A066.1194835"	"0.000261840329724837"	"0.00454795700681274"	"1"
"11116.L23A075.1195736"	"0.00256186312324837"	"0.00340055314158944"	"1"
"11116.L15A068.1193705"	"0.000122529314046436"	"0.000912152242957714"	"1"
"11116.L15A073.1197181"	"0.000566046429559083"	"0.0028784690073531"	"1"
"11116.A11B079.1194839"	"0.000672847043935196"	"0.00206884001530981"	"1"
"11116.L29A098.1196718"	"5.12104127976613e-05"	"0.000561910611407224"	"1"
"11116.L04A077.1195771"	"0.000224422956254957"	"0.00153472054525659"	"1"
"11116.A28C100.1198269"	"0.00354888032348186"	"0.00621759345500753"	"1"
"11116.A19D097.1193648"	"9.77707728746104e-05"	"0.000982780612708308"	"1"
"11116.I24A075.1197580"	"0.00350428552189055"	"0.00550225176935139"	"1"
"11116.I02A105.1194391"	"3.28058171629745e-05"	"0.00101013660496945"	"1"
"11116.L24A074.1197435"	"0.00142088041453904"	"0.00703593255592189"	"1"
"11116.A07C064.1196370"	"0.00140344954503882"	"0.0048932686420755"	"1"
"11116.A20A064.1196745"	"0.000517054953816254"	"0.00561597236609465"	"1"
"11116.I26A100.1195642"	"5.69807249395923e-06"	"0.000940710749536544"	"1"
"11116.I20A088.1194946"	"7.67951675472617e-05"	"0.000549533545826528"	"1"
"11116.I29A071.1194188"	"0.00135815692425933"	"0.00570070921889773"	"1"
"11116.A06C070.1198073"	"0.000510226128356095"	"0.00208514568848936"	"1"
"11116.I25A078.1195840"	"0.000576109812304396"	"0.00247337857586077"	"1"
"11116.L12A088.1198328"	"3.69004999215798e-05"	"0.000831566917662131"	"1"
"11116.L12A075.1198024"	"3.53254426136029e-05"	"0.00195082889393213"	"1"
"11116.I31A091.1194068"	"0.000142797197980986"	"0.00236839262013886"	"1"
"11116.I22A084.1195814"	"2.01681613187339e-05"	"0.000839355224754791"	"1"
"11116.I12A088.1194104"	"5.06477618075776e-06"	"0.000962565225649972"	"1"
"11116.L02A072.1197920"	"0.000482795191115588"	"0.00267406257845911"	"1"
"11116.A13B097.1196336"	"3.42627832498059e-05"	"0.00116620134673212"	"1"
"11116.L26A096.1193868"	"5.80650566849107e-06"	"0.000960625695540103"	"1"
"11116.C17A63.1194384"	"0.00150659805760765"	"0.0070506240854324"	"1"
"11116.C20A63.1196225"	"5.0895552650764e-05"	"0.000763403900883586"	"1"
"11116.L18A082.1197290"	"4.00004367536608e-06"	"0.000956712156771945"	"1"
"11116.I32A066.1194510"	"0.00130913305483843"	"0.00432909485739105"	"1"
"11116.I17A079.1197405"	"0.000563963627436497"	"0.00102515464353503"	"1"
"11116.U481A62.1194721"	"0.000339454214345123"	"0.00281320340934384"	"1"
"11116.I30A119.1198399"	"1.07261521802102e-05"	"0.000925884112610617"	"1"
"11116.A10C118.1196807"	"0.000230398755357224"	"0.00168362441360354"	"1"
"11116.A26D061.1195782"	"0.00317249509909629"	"0.00289790982658663"	"0"
"11116.A03A064.1197126"	"0.000932025260801142"	"0.00705294463928225"	"1"
"11116.L07A091.1193634"	"2.45430544465208e-05"	"0.00164567486155128"	"1"
"11116.A20A097.1196594"	"4.6240253249617e-06"	"0.000966540843081735"	"1"
"11116.I04A093.1194434"	"0.00127356372066656"	"0.00289598469654663"	"1"
"11116.A27A097.1198391"	"7.68413430711421e-06"	"0.00169846136872617"	"1"
"11116.L09A070.1195977"	"0.000987386536972624"	"0.0018800430686625"	"1"
"11116.A33B085.1195876"	"8.71837705822609e-06"	"0.00180367968661355"	"1"
"11116.L30A076.1195525"	"0.00149648011514954"	"0.0031234456517578"	"1"
"11116.I07A105.1198263"	"0.000308473432829476"	"0.000732035849441994"	"1"
"11116.A21D085.1195923"	"5.81930939905113e-06"	"0.000979892475292438"	"1"
"11116.A23B061.1196470"	"0.00109203018986595"	"0.00906547621311012"	"1"
"11116.C01A63.1193680"	"0.00113588765615162"	"0.00979580273653523"	"1"
"11116.A11C103.1194249"	"4.80034317943758e-06"	"0.00147806665640423"	"1"
"11116.I14A084.1197522"	"7.3732380085174e-06"	"0.000980411863311511"	"1"
"11116.I08A072.1196033"	"0.00464980557212394"	"0.0182169394246005"	"1"
"11116.I14A077.1197787"	"0.000121830230428332"	"0.00230781933277724"	"1"
"11116.L27A074.1193651"	"0.000302237692663524"	"0.00233326319792495"	"1"
"11116.I22A073.1197341"	"0.000997735055023664"	"0.00320273559979032"	"1"
"11116.I30A074.1193750"	"0.00141686174681102"	"0.00864385852939574"	"1"
"11116.U435A62.1195467"	"7.84282504285176e-05"	"0.00250892108421407"	"1"
"11116.A14A079.1194074"	"0.00107619336469747"	"0.00228494028246687"	"1"
"11116.A07D064.1194135"	"0.000274279739066772"	"0.00350117459147959"	"1"
"11116.A05C103.1195473"	"1.57397885780898e-05"	"0.00171456036825722"	"1"
"11116.I08A119.1196391"	"8.67962454990123e-05"	"0.000458299987807599"	"1"
"11116.A32A067.1194083"	"0.00029344284691041"	"0.00078197999380499"	"1"
"11116.A11B064.1198415"	"0.00133935783576479"	"0.00586188118161145"	"1"
"11116.A24C088.1198090"	"2.94221534670904e-05"	"0.00109010068451587"	"1"
"11116.L20A082.1195818"	"0.000182872695482113"	"0.000944512235023437"	"1"
"11116.L17A096.1196475"	"1.3385647594562e-05"	"0.000922529533577686"	"1"
"11116.A04D118.1195984"	"2.04146299849324e-05"	"0.00154809445412943"	"1"
"11116.L08A064.1197568"	"0.00038483703411403"	"0.00340117362144116"	"1"
"11116.L25A072.1195598"	"0.000687769944376745"	"0.00228163830262332"	"1"
"11116.A20C094.1197854"	"5.87754390463401e-06"	"0.00137747375746975"	"1"
"11116.U463A62.1194993"	"0.000591438411211194"	"0.00231645145580958"	"1"
"11116.L23A095.1194973"	"5.99354533352531e-06"	"0.000883124308288754"	"1"
"11116.I23A074.1198190"	"0.001145709074939"	"0.006746741296462"	"1"
"11116.C14A61.1195834"	"0.000294764277288311"	"0.00110469952924255"	"1"
"11116.L26A103.1195813"	"0.000224147242990106"	"0.000593469300774856"	"1"
"11116.I01A076.1195276"	"0.00249813222878859"	"0.00570817669364678"	"1"
"11116.I28A097.1196879"	"3.88844355011217e-06"	"0.000937814521492548"	"1"
"11116.L17A081.1195749"	"0.000173525885666837"	"0.000342382213595674"	"1"
"11116.I12A070.1196114"	"0.00188612992070386"	"0.00870332410665665"	"1"
"11116.L29A080.1193650"	"0.000184717688454759"	"0.00223095121585182"	"1"
"11116.A15D073.1197000"	"0.000661875614731268"	"0.00167107962281302"	"1"
"11116.A11C091.1194621"	"6.21140048838603e-06"	"0.00109839571769586"	"1"
"11116.A24B088.1193960"	"4.82647129441082e-06"	"0.000989889299637971"	"1"
"11116.U435A61.1198414"	"0.000412542044964652"	"0.00270277753074044"	"1"
"11116.L07A119.1196262"	"1.05300371836849e-05"	"0.000942670663458775"	"1"
"11116.L07A086.1198089"	"0.00119791178070436"	"0.00427254248783406"	"1"
"11116.L24A065.1194664"	"0.000235268244387359"	"0.00300586003186284"	"1"
"11116.A01A091.1197573"	"1.36721210562601e-05"	"0.00143285709402365"	"1"
"11116.C17A62.1196532"	"0.00239015628022277"	"0.013559676215318"	"1"
"11116.I13A075.1196568"	"0.00114192040774662"	"0.0032924966415332"	"1"
"11116.I05A099.1194131"	"5.65029063530902e-06"	"0.000970772810215194"	"1"
"11116.I02A066.1197090"	"0.000536477239965205"	"0.00466557372732004"	"1"
"11116.A04A061.1194960"	"0.00144015960489243"	"0.00955758884271701"	"1"
