	X.SampleID	elevation	AGE	Temperature	Precipitation3Days	INBREDS	Maize_Line
158	11116.A23B070.1197945	0.48389081122645133	0.2	0.8099999999999999	0.12084592145015106	0.5769230769230769	0.8
159	11116.I15A080.1196359	0.4619761630142252	0.35	1.0	0.0	1.0	0.4
160	11116.A29B082.1197813	0.48389081122645133	0.4	0.915	0.027190332326283987	0.19230769230769232	0.0
161	11116.I19A074.1193772	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.4230769230769231	0.4
162	11116.I26A105.1194393	0.4619761630142252	0.75	0.93125	0.0030211480362537764	0.07692307692307693	0.4
163	11116.A03D103.1196464	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.7307692307692307	0.4
164	11116.L28A102.1196533	1.0	0.7	0.8012499999999999	1.0	0.34615384615384615	0.0
165	11116.I04A075.1196401	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.19230769230769232	0.0
166	11116.I12A066.1193789	0.4619761630142252	0.1	0.865	0.14199395770392748	0.5769230769230769	0.8
167	11116.A26D076.1194374	0.48389081122645133	0.3	0.835	0.25679758308157097	0.9615384615384616	0.6
168	11116.L04A081.1194611	1.0	0.35	1.0	0.0	0.15384615384615385	0.0
169	11116.I09A079.1195993	0.4619761630142252	0.35	1.0	0.0	0.11538461538461539	0.2
170	11116.A12B064.1195663	0.48389081122645133	0.1	0.865	0.14199395770392748	0.5769230769230769	0.8
171	11116.L23A094.1195030	1.0	0.6	0.95	0.04229607250755287	0.5769230769230769	0.8
172	11116.L15A080.1193699	1.0	0.35	1.0	0.0	0.34615384615384615	0.0
173	11116.A19D085.1198367	0.48389081122645133	0.45	0.89	0.009063444108761328	0.19230769230769232	0.0
174	11116.I27A068.1193675	0.4619761630142252	0.15	0.68125	0.27492447129909364	0.46153846153846156	0.4
175	11116.L13A095.1196416	1.0	0.6	0.95	0.04229607250755287	0.6923076923076923	0.0
176	11116.A22C070.1193629	0.48389081122645133	0.2	0.8099999999999999	0.12084592145015106	0.0	0.0
177	11116.A03B073.1198468	0.48389081122645133	0.25	0.8462500000000001	0.021148036253776436	0.7307692307692307	0.4
178	11116.L20A089.1196367	1.0	0.5	0.86875	0.036253776435045314	0.9230769230769231	0.4
179	11116.A09C118.1197337	0.48389081122645133	1.0	0.6174999999999999	0.1903323262839879	0.11538461538461539	0.2
180	11116.I21A096.1193817	0.4619761630142252	0.6	0.95	0.04229607250755287	0.9230769230769231	0.4
181	11116.L20A072.1197129	1.0	0.2	0.8099999999999999	0.12084592145015106	0.9230769230769231	0.4
182	11116.I10A085.1197118	0.4619761630142252	0.45	0.89	0.009063444108761328	0.8461538461538461	0.0
183	11116.L11A086.1195419	1.0	0.45	0.89	0.009063444108761328	0.38461538461538464	0.4
184	11116.A18A094.1198340	0.48389081122645133	0.6	0.95	0.04229607250755287	0.8846153846153846	1.0
185	11116.I16A079.1195414	0.4619761630142252	0.35	1.0	0.0	0.6538461538461539	0.4
186	11116.L07A075.1195488	1.0	0.25	0.8462500000000001	0.021148036253776436	0.23076923076923078	0.4
187	11116.L18A081.1198137	1.0	0.35	1.0	0.0	0.8846153846153846	1.0
188	11116.A21B118.1194094	0.48389081122645133	1.0	0.6174999999999999	0.1903323262839879	0.0	0.0
189	11116.L11A084.1195839	1.0	0.4	0.915	0.027190332326283987	0.6153846153846154	0.4
190	11116.L21A077.1193938	1.0	0.3	0.835	0.25679758308157097	0.0	0.0
191	11116.I31A103.1197001	0.4619761630142252	0.75	0.93125	0.0030211480362537764	0.34615384615384615	0.0
192	11116.L09A066.1196076	1.0	0.1	0.865	0.14199395770392748	0.8461538461538461	0.0
193	11116.L29A086.1194563	1.0	0.45	0.89	0.009063444108761328	0.9230769230769231	0.4
194	11116.I04A120.1198140	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.19230769230769232	0.0
195	11116.U505A61.1198401	0.8557862360630526	0.6	0.95	0.04229607250755287	0.8461538461538461	0.0
196	11116.I21A064.1197674	0.4619761630142252	0.1	0.865	0.14199395770392748	0.9230769230769231	0.4
197	11116.A11C064.1194809	0.48389081122645133	0.1	0.865	0.14199395770392748	0.6153846153846154	0.4
198	11116.I08A067.1198395	0.4619761630142252	0.15	0.68125	0.27492447129909364	0.8076923076923077	0.4
199	11116.I14A090.1197716	0.4619761630142252	0.5	0.86875	0.036253776435045314	0.3076923076923077	0.6
200	11116.I13A074.1193644	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.2692307692307692	0.6
201	11116.L03A065.1193914	1.0	0.1	0.865	0.14199395770392748	0.7307692307692307	0.4
202	11116.L11A091.1195922	1.0	0.55	0.9525	0.0634441087613293	0.6153846153846154	0.4
203	11116.I19A102.1197590	0.4619761630142252	0.7	0.8012499999999999	1.0	0.4230769230769231	0.4
204	11116.L07A077.1194039	1.0	0.3	0.835	0.25679758308157097	0.23076923076923078	0.4
205	11116.I23A068.1196368	0.4619761630142252	0.15	0.68125	0.27492447129909364	0.5769230769230769	0.8
206	11116.L25A085.1198198	1.0	0.45	0.89	0.009063444108761328	0.34615384615384615	0.0
207	11116.A03D076.1195997	0.48389081122645133	0.3	0.835	0.25679758308157097	0.7307692307692307	0.4
208	11116.L13A119.1196444	1.0	1.0	0.6174999999999999	0.1903323262839879	0.6923076923076923	0.0
209	11116.I26A097.1197987	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.07692307692307693	0.4
210	11116.U443A61.1194453	0.8557862360630526	0.6	0.95	0.04229607250755287	0.38461538461538464	0.4
211	11116.A07B091.1193796	0.48389081122645133	0.55	0.9525	0.0634441087613293	0.23076923076923078	0.4
212	11116.I21A102.1196305	0.4619761630142252	0.7	0.8012499999999999	1.0	0.9230769230769231	0.4
213	11116.I11A098.1197916	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.6153846153846154	0.4
214	11116.I12A068.1197045	0.4619761630142252	0.15	0.68125	0.27492447129909364	0.5769230769230769	0.8
215	11116.A26A064.1198133	0.48389081122645133	0.1	0.865	0.14199395770392748	0.07692307692307693	0.4
216	11116.I15A093.1195246	0.4619761630142252	0.55	0.9525	0.0634441087613293	1.0	0.4
217	11116.A05A067.1197058	0.48389081122645133	0.15	0.68125	0.27492447129909364	0.15384615384615385	0.0
218	11116.I22A102.1198322	0.4619761630142252	0.7	0.8012499999999999	1.0	0.0	0.0
219	11116.A10D085.1193664	0.48389081122645133	0.45	0.89	0.009063444108761328	0.9615384615384616	0.6
220	11116.A05D103.1195579	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.2692307692307692	0.6
221	11116.L24A076.1197506	1.0	0.3	0.835	0.25679758308157097	0.46153846153846156	0.4
222	11116.L16A084.1196445	1.0	0.4	0.915	0.027190332326283987	0.38461538461538464	0.4
223	11116.L02A100.1198181	1.0	0.7	0.8012499999999999	1.0	0.7692307692307693	0.0
224	11116.L31A077.1195601	1.0	0.3	0.835	0.25679758308157097	1.0	0.4
225	11116.I16A093.1194749	0.4619761630142252	0.55	0.9525	0.0634441087613293	0.6538461538461539	0.4
226	11116.I21A098.1194147	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.9230769230769231	0.4
227	11116.A26C088.1195870	0.48389081122645133	0.5	0.86875	0.036253776435045314	0.07692307692307693	0.4
228	11116.L14A090.1194316	1.0	0.5	0.86875	0.036253776435045314	0.5384615384615384	0.4
229	11116.A05D070.1193898	0.48389081122645133	0.2	0.8099999999999999	0.12084592145015106	0.2692307692307692	0.6
230	11116.I26A081.1194014	0.4619761630142252	0.35	1.0	0.0	0.07692307692307693	0.4
231	11116.I03A085.1193647	0.4619761630142252	0.45	0.89	0.009063444108761328	0.7692307692307693	0.0
232	11116.A13A088.1197187	0.48389081122645133	0.5	0.86875	0.036253776435045314	0.2692307692307692	0.6
233	11116.I30A091.1197429	0.4619761630142252	0.55	0.9525	0.0634441087613293	0.5384615384615384	0.4
234	11116.A22C082.1194985	0.48389081122645133	0.4	0.915	0.027190332326283987	0.0	0.0
235	11116.I32A073.1196155	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.38461538461538464	0.4
236	11116.A17B091.1194148	0.48389081122645133	0.55	0.9525	0.0634441087613293	0.34615384615384615	0.0
237	11116.I20A105.1195897	0.4619761630142252	0.75	0.93125	0.0030211480362537764	0.8846153846153846	1.0
238	11116.L07A101.1198306	1.0	0.7	0.8012499999999999	1.0	0.23076923076923078	0.4
239	11116.L10A064.1196041	1.0	0.1	0.865	0.14199395770392748	0.8076923076923077	0.4
240	11116.A15C103.1197053	0.48389081122645133	0.75	0.93125	0.0030211480362537764	1.0	0.4
241	11116.L13A104.1197936	1.0	0.75	0.93125	0.0030211480362537764	0.6923076923076923	0.0
242	11116.A04C103.1196094	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.19230769230769232	0.0
243	11116.L04A070.1195935	1.0	0.2	0.8099999999999999	0.12084592145015106	0.15384615384615385	0.0
244	11116.A12C103.1196971	0.48389081122645133	0.75	0.93125	0.0030211480362537764	0.5769230769230769	0.8
245	11116.L27A118.1197503	1.0	1.0	0.6174999999999999	0.1903323262839879	0.07692307692307693	0.4
246	11116.L30A104.1198312	1.0	0.75	0.93125	0.0030211480362537764	0.6538461538461539	0.4
247	11116.L10A091.1195007	1.0	0.55	0.9525	0.0634441087613293	0.8076923076923077	0.4
248	11116.I20A065.1197929	0.4619761630142252	0.1	0.865	0.14199395770392748	0.8846153846153846	1.0
249	11116.I15A095.1196706	0.4619761630142252	0.6	0.95	0.04229607250755287	1.0	0.4
250	11116.A10A082.1196965	0.48389081122645133	0.4	0.915	0.027190332326283987	0.7692307692307693	0.0
251	11116.I19A098.1194505	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.4230769230769231	0.4
252	11116.I12A120.1195888	0.4619761630142252	1.0	0.6174999999999999	0.1903323262839879	0.5769230769230769	0.8
253	11116.A02B091.1196657	0.48389081122645133	0.55	0.9525	0.0634441087613293	0.7692307692307693	0.0
254	11116.A06B097.1197687	0.48389081122645133	0.65	0.85375	0.021148036253776436	0.34615384615384615	0.0
255	11116.L29A088.1195382	1.0	0.5	0.86875	0.036253776435045314	0.19230769230769232	0.0
256	11116.U473A61.1196997	0.8557862360630526	0.6	0.95	0.04229607250755287	0.6538461538461539	0.4
257	11116.L32A101.1195365	1.0	0.7	0.8012499999999999	1.0	0.3076923076923077	0.6
258	11116.I23A091.1194756	0.4619761630142252	0.55	0.9525	0.0634441087613293	0.5769230769230769	0.8
259	11116.L09A091.1197835	1.0	0.55	0.9525	0.0634441087613293	0.8461538461538461	0.0
260	11116.I29A075.1193749	0.4619761630142252	0.25	0.8462500000000001	0.021148036253776436	0.5	0.4
261	11116.L11A069.1194228	1.0	0.15	0.68125	0.27492447129909364	0.6153846153846154	0.4
262	11116.L08A105.1196972	1.0	0.75	0.93125	0.0030211480362537764	0.11538461538461539	0.2
263	11116.I05A076.1195402	0.4619761630142252	0.3	0.835	0.25679758308157097	0.15384615384615385	0.0
264	11116.C04A63.1195219	0.9136101499423298	0.6	0.95	0.04229607250755287	0.23076923076923078	0.4
265	11116.I24A099.1194482	0.4619761630142252	0.65	0.85375	0.021148036253776436	0.9615384615384616	0.6
266	11116.I21A084.1196656	0.4619761630142252	0.4	0.915	0.027190332326283987	0.9230769230769231	0.4
