"Model"	"train_mse"	"test_mse"	"n_iter"	"train_smape"	"test_smape"
1	0.00280178276242	0.00288458302899	10000	76.7857014096208	76.6845603952964
2	0.00280179233231	0.00288458020686	10000	76.8079199191383	76.7088602229637
3	0.00280180431476	0.00288457959392	10000	76.8215832473891	76.7236846203791
4	0.00280181708726	0.00288457963507	10000	76.8310187631396	76.7340399329178
5	0.00176402222231	0.00184981277602	20000	72.185305767031	72.1405215702707
