"Model"	"train"	"test"
"1"	"76.7857014096208"	"76.6845603952964"
"2"	"76.8079199191383"	"76.7088602229637"
"3"	"76.8215832473891"	"76.7236846203791"
"4"	"76.8310187631396"	"76.7340399329178"
"5"	"72.185305767031"	"72.1405215702707"
