X.SampleID	1	2	3	4	5	6
11116.I22A105.1197160	0.0017599146	-0.06613042	-0.44658938	-0.5230827	0.15378872	0.384095
11116.L31A077.1195601	0.0059430487	-0.41507083	0.38586545	-0.29858685	0.084974684	0.015367603
11116.I20A099.1197508	-0.042614944	-0.11532986	-0.4235807	-0.51266885	0.14983438	0.35356215
11116.I21A074.1195716	0.11092464	-0.067230694	0.4398758	0.118218936	0.42231807	-0.11533962
11116.A22C088.1195279	0.03135729	-0.053783618	-0.42527434	-0.5071645	0.15322357	0.36024195
11116.A27B076.1194341	-0.17130797	0.4845595	0.24137561	-0.45021427	-0.110361345	0.04498447
11116.A26A064.1198133	-0.61213833	0.6047639	0.012230687	0.06969841	-0.3978638	-0.48254985
11116.L03A079.1197750	0.21712606	-0.24202147	0.48811322	-0.47409078	0.066389225	-0.022149697
11116.I10A085.1197118	0.066732936	-0.036096975	-0.25558296	-0.42796558	0.16053118	0.2052939
11116.I32A118.1193922	0.25042236	-0.31109372	-0.29994172	-0.46505418	0.0026633767	0.45118853
11116.U443A61.1194453	0.03428893	-0.15753357	-0.44215557	-0.38858703	0.08188652	0.20891692
11116.A14D079.1198268	0.11970728	0.3280123	0.1907236	-0.50069195	0.0312134	0.099324845
11116.A20A082.1197310	0.009093063	0.0065323366	-0.28140017	-0.46880364	0.11578015	0.25096855
11116.I26A097.1197987	-0.04350355	-0.077938	-0.4371194	-0.5269706	0.14731903	0.3714827
11116.L28A067.1197409	-0.066395946	-0.40240347	0.17150699	-0.42462814	0.027922474	0.2309566
11116.L03A065.1193914	-0.55067426	-0.43035954	0.0019963132	-0.07936413	0.10335993	-0.5566426
11116.A16A067.1194201	0.050216984	0.18244019	0.19810256	-0.4958367	-0.2601523	0.014223981
11116.I08A120.1194488	0.30457118	-0.31431758	-0.28392917	-0.4634971	-0.034733906	0.47373962
11116.I08A081.1197521	0.2855078	-0.03636133	0.40815347	-0.10940819	0.42709404	0.010040537
11116.I21A077.1194016	0.31404182	-0.5049269	0.4067844	0.08510972	0.44516048	0.0056423503
11116.A15C103.1197053	0.017329656	-0.07254891	-0.44538563	-0.5160366	0.1561666	0.379882
11116.L09A091.1197835	0.07860421	-0.18917143	-0.31115067	-0.48355523	0.077870995	0.12942466
11116.L14A071.1198467	0.11439671	-0.44553933	0.47843465	-0.4363176	0.024898576	0.15473393
11116.L02A104.1194752	0.03499032	-0.21634331	-0.45001802	-0.36814353	0.078601904	0.16372006
11116.C24A66.1193605	0.0564263	-0.21472743	-0.38350865	-0.4285317	0.07580593	0.11844086
11116.A23A091.1194129	0.0126122385	-0.059807952	-0.39706028	-0.5019338	0.15257	0.33631644
11116.A23B070.1197945	-0.11373537	0.64083666	0.27799907	-0.6020511	-0.3242425	0.24795835
11116.I23A068.1196368	0.20071438	-0.4497018	0.07174067	0.13828494	0.34644157	-0.053446338
11116.I10A118.1196783	0.28793	-0.30899048	-0.29188395	-0.46475387	-0.021708583	0.46804452
11116.I30A085.1197727	0.043481007	-0.073760055	-0.3062006	-0.44937012	0.17564794	0.24815577
11116.A07B088.1194377	0.0065031024	-0.060950443	-0.414661	-0.5108216	0.15399635	0.3533408
11116.L12A073.1198323	0.023278736	-0.2631926	0.2790613	-0.35085866	0.09017742	-0.035112724
11116.A11C064.1194809	-0.45007798	0.14075832	-0.057752214	0.24387363	-0.03937311	-0.5993241
11116.L24A085.1195747	0.0046071378	-0.18209028	-0.38505006	-0.41399038	0.04088012	0.14859344
11116.A33B076.1195540	-0.19286418	0.5982228	0.3715327	-0.51870507	-0.24223462	0.055476207
11116.I25A101.1195039	0.06524689	-0.2552003	-0.381504	-0.48446542	0.07575917	0.39674386
11116.I23A086.1197611	0.01808008	-0.09145957	-0.30669162	-0.45023	0.17614439	0.24806377
11116.A09D070.1194025	-0.02176367	0.5353587	0.20677373	-0.61773187	-0.35931268	0.36572877
11116.A08B067.1197781	0.06759871	0.28444788	0.29391524	-0.57964844	-0.27270123	0.14622468
11116.I21A091.1197157	0.044872075	-0.06283048	-0.33250362	-0.46394846	0.16393295	0.27205163
11116.L19A077.1194622	-0.064999744	-0.3483835	0.2979417	-0.23531765	0.07935677	-0.05001112
11116.I21A067.1194676	0.09550274	-0.38444418	-0.013426444	0.22214706	0.38937128	-0.18938914
11116.I12A094.1194780	-0.00067540986	-0.07913702	-0.39605528	-0.500646	0.16024089	0.33208087
11116.A25A070.1197213	-0.07815622	0.61099344	0.35180584	-0.51497024	-0.18045884	0.15493569
11116.L02A100.1198181	0.16419071	-0.17971648	-0.44025916	-0.5032695	-0.019961137	0.4891812
11116.A25B076.1193837	-0.12906241	0.39677516	0.191455	-0.4191241	-0.044658076	0.044873413
11116.I01A075.1194975	0.078776844	-0.089495055	0.40128133	0.10166103	0.41057462	-0.15601003
11116.I26A074.1194972	0.13189536	-0.12532762	0.32221913	0.061012026	0.42691603	-0.13589936
11116.I24A099.1194482	-0.030972436	-0.09621836	-0.42731202	-0.5162376	0.15156616	0.3599649
11116.L07A065.1196881	-0.52779055	-0.45183265	0.063601226	-0.06999223	0.07828207	-0.5550146
11116.A09C064.1193798	-0.57389116	0.5297533	-0.022607815	0.11806961	-0.28883633	-0.48371002
11116.A05A088.1196516	0.031722296	-0.05341786	-0.4203852	-0.50551176	0.15322964	0.3556273
