X.SampleID	1	2	3	4	5	6
11116.I22A105.1197160	0.0297254	-0.03326463	-0.48475504	0.16881967	-0.14503793	-0.31008276
11116.L31A077.1195601	0.0062608197	0.07480858	0.03739463	0.52326083	0.4659713	-0.16308278
11116.I20A099.1197508	0.0043401737	0.034675278	-0.49405962	0.13402735	-0.17007704	-0.34811476
11116.I21A074.1195716	0.00635654	-0.46434277	0.14520092	0.2547885	0.2692444	0.4168833
11116.A22C088.1195279	-0.121210665	0.068053976	-0.6344621	0.12971778	-0.2731485	-0.48074177
11116.A27B076.1194341	-0.44076735	0.13557835	-0.14082533	-0.062454704	0.35876873	0.019444995
11116.A26A064.1198133	-0.15077996	0.701994	0.18544528	-0.28717545	-0.010342294	-0.22810555
11116.L03A079.1197750	-0.17694667	-0.26721552	-0.092614755	0.2118511	0.3840217	-0.0673574
11116.I10A085.1197118	-0.042544026	-0.26065633	-0.3641076	0.1559204	-0.17351052	-0.21591455
11116.I32A118.1193922	-0.29384077	-0.23491636	-0.36070552	0.42640105	-0.28579518	-0.52140725
11116.U443A61.1194453	0.35880312	-0.37093124	-0.3394309	0.087392695	-0.21289201	-0.09734673
11116.A14D079.1198268	-0.47324172	0.0736141	-0.3570224	-0.14790063	0.2798251	-0.101393245
11116.A20A082.1197310	-0.3358358	0.079311565	-0.63666165	0.06589166	-0.040591873	-0.45602334
11116.I26A097.1197987	-0.012101625	-0.02504099	-0.5340072	0.15388155	-0.17837842	-0.34868795
11116.L28A067.1197409	-0.073643595	0.12394736	0.03472603	0.47819293	0.19531184	-0.21165498
11116.L03A065.1193914	0.1714053	0.37255263	0.56011117	0.33630675	-0.017155282	-0.018150957
11116.A16A067.1194201	-0.31656995	0.4895373	-0.40311816	-0.016416907	0.20211832	-0.24714616
11116.I08A120.1194488	-0.35538852	-0.25517112	-0.36452556	0.4190616	-0.32838696	-0.54669505
11116.I08A081.1197521	-0.21137804	-0.52328515	-0.027928833	0.22694603	0.2761944	0.21605629
11116.I21A077.1194016	-0.03369911	-0.38635865	0.1148984	0.29870352	0.28827608	0.27561033
11116.A15C103.1197053	-0.08291651	0.120001525	-0.5667887	0.03997035	-0.24018995	-0.46521622
11116.L09A091.1197835	-0.09372016	0.032787036	-0.44329903	0.099120595	-0.12428658	-0.34871605
11116.L14A071.1198467	-0.12469542	0.04616618	-0.003643228	0.5536699	0.4382336	-0.23343879
11116.L02A104.1194752	-0.16297947	-0.06586402	-0.3806368	0.1936229	-0.20081067	-0.3879179
11116.C24A66.1193605	0.25645566	-0.13626668	-0.39058998	-0.027196359	-0.117674984	-0.1916031
11116.A23A091.1194129	-0.15913299	0.18274668	-0.65676355	0.1274658	-0.21997729	-0.53057665
11116.A23B070.1197945	-0.49334368	0.44263056	-0.32814726	-0.16503507	0.4143214	-0.1752469
11116.I23A068.1196368	0.17478843	-0.23005725	0.1576268	0.5366518	0.08166247	0.07351819
11116.I10A118.1196783	-0.28681892	-0.3917664	-0.25220641	0.3856782	-0.33709252	-0.40154985
11116.I30A085.1197727	0.0094564995	-0.15213965	-0.4164261	0.20564681	-0.06589442	-0.22310504
11116.A07B088.1194377	-0.12805235	0.13574941	-0.6530322	0.13268594	-0.26526055	-0.5100342
11116.L12A073.1198323	-0.3701193	-0.17715727	0.05954238	0.27867484	0.15054512	-0.10985681
11116.A11C064.1194809	-0.030208781	0.6402363	0.100198895	-0.22959177	-0.04988895	-0.14507638
11116.L24A085.1195747	0.0029523582	0.06951616	-0.46684232	0.22054973	-0.17069729	-0.3005801
11116.A33B076.1195540	-0.4244164	0.34525645	-0.2623669	-0.12004873	0.40622875	-0.036003932
11116.I25A101.1195039	0.022173492	-0.00368808	-0.5293586	0.19849592	-0.20697393	-0.3786784
11116.I23A086.1197611	0.0044065723	-0.13540092	-0.4330955	0.20374349	-0.056067497	-0.22826019
11116.A09D070.1194025	-0.5395611	0.4523953	-0.4366903	-0.29347062	0.3619693	-0.19258656
11116.A08B067.1197781	-0.40582374	0.35712627	-0.40575755	0.08801906	0.23921281	-0.25267926
11116.I21A091.1197157	-0.017509548	-0.19265392	-0.38735598	0.1488089	-0.16271468	-0.235914
11116.L19A077.1194622	-0.098032	-0.0010104473	0.06753131	0.3589348	0.27136043	-0.07016929
11116.I21A067.1194676	0.31225368	-0.14155453	0.28086835	0.48595557	0.03084562	0.20023961
11116.I12A094.1194780	0.02132572	-0.05726942	-0.46770278	0.17715032	-0.12241313	-0.2862723
11116.A25A070.1197213	-0.5496119	0.26171687	-0.3058641	-0.15641831	0.3660733	-0.08940725
11116.L02A100.1198181	-0.40275118	-0.20275667	-0.3923047	0.39393434	-0.322996	-0.4466373
11116.A25B076.1193837	-0.43452838	0.110778965	-0.13932268	-0.045427844	0.3580909	0.019516133
11116.I01A075.1194975	0.043234464	-0.37237448	0.3155753	0.31927153	0.386472	0.4002739
11116.I26A074.1194972	-0.15927751	-0.3672336	0.3213602	0.1892247	0.3737407	0.30740914
11116.I24A099.1194482	0.018504798	-0.064325914	-0.42843175	0.1122121	-0.18986641	-0.28258103
11116.L07A065.1196881	0.15308286	0.33194542	0.6692678	0.43506998	-0.09093429	-0.20272219
11116.A09C064.1193798	-0.15871705	0.68871313	0.13910893	-0.25364992	-0.004394927	-0.23132282
11116.A05A088.1196516	-0.12662779	0.15015908	-0.64911276	0.13668731	-0.24990018	-0.5178391
11116.L30A100.1195675	-0.20866737	-0.04909921	-0.43516368	0.32278463	-0.2498237	-0.40226963
11116.L25A066.1194296	0.15068029	0.35544094	0.60825354	0.37120843	0.0009860317	-0.13119611
11116.A14B073.1195558	-0.34292203	0.26122257	-0.14426303	-0.14333749	0.36451286	0.11581367
11116.A12B085.1198210	-0.21272874	0.14640412	-0.6457748	0.087525666	-0.19649681	-0.5294461
11116.A02B073.1196026	-0.46626952	0.25665423	-0.4476099	-0.34121114	0.28228518	0.015625514
11116.I27A068.1193675	0.25060132	-0.26895425	0.18296699	0.55398554	0.081761055	0.0957409
11116.I09A083.1196037	-0.0886777	-0.23170368	-0.38867766	0.17592335	0.024636876	-0.16561471
11116.A29A082.1193821	-0.29286176	0.13405678	-0.6478038	0.08885607	-0.083966516	-0.4846959
11116.L06A065.1195531	0.15438813	0.3906559	0.49426043	0.26795414	0.08396502	0.011420379
11116.L29A086.1194563	-0.01758975	0.069682844	-0.46932933	0.23199034	-0.16727467	-0.30171862
11116.L22A068.1193738	-0.031298988	0.15671507	0.028113611	0.42235908	0.1280129	-0.192567
11116.I13A087.1193694	-0.028697921	-0.12982275	-0.47543672	0.17112222	-0.08325732	-0.2542586
11116.L25A079.1194278	-0.42010358	-0.4744313	-0.34793413	0.119078405	0.21428071	-0.27100125
11116.I23A090.1195576	0.020763777	-0.064000376	-0.46379614	0.1807783	-0.10984679	-0.27176562
11116.A06B070.1198022	-0.41694528	0.33283445	-0.27793458	-0.03835076	0.39700326	-0.12439043
11116.A29B079.1195428	-0.4542592	-0.019552598	-0.28991485	-0.103407905	0.19855845	-0.1152067
11116.L18A101.1195895	-0.15873198	-0.025842512	-0.44998276	0.36337718	-0.2642968	-0.38618842
11116.L28A102.1196533	-0.3793047	-0.18882021	-0.403769	0.4123927	-0.32847282	-0.44823495
11116.L07A070.1198122	-0.23728624	-0.042155538	0.06691541	0.49590623	0.399858	-0.22591451
11116.I26A081.1194014	-0.23385823	-0.43186763	0.2043962	0.12505521	0.30939063	0.22541367
11116.I12A102.1198027	0.05001043	0.121482715	-0.5385243	0.16088279	-0.16126223	-0.301986
11116.L31A090.1196724	-0.11300648	0.05006053	-0.46700436	0.25095037	-0.19040862	-0.36569688
11116.I24A118.1197344	-0.33884493	-0.13689455	-0.42664328	0.36935204	-0.31667522	-0.5845951
11116.A21B067.1197361	-0.48771492	0.3568625	-0.41620177	0.070323616	0.25755548	-0.23980796
11116.I07A085.1198029	-0.02079744	-0.1367792	-0.46945322	0.17490263	-0.08156515	-0.24849108
11116.I31A103.1197001	0.06267917	-0.07840517	-0.4002663	0.15231396	-0.14533941	-0.24432784
11116.A05A067.1197058	-0.35043165	0.32174185	-0.38706756	0.12897003	0.22842911	-0.24512993
11116.U473A61.1196997	0.35127348	-0.33180615	-0.35255745	0.06584047	-0.19199836	-0.11174088
11116.C09A65.1194371	0.24952331	-0.09480138	-0.40028113	0.012624443	-0.13470864	-0.19294858
11116.L07A077.1194039	-0.23894894	-0.10096559	0.087484404	0.3233704	0.2161644	-0.07998447
11116.I05A076.1195402	0.033406124	-0.37501454	0.29308856	0.4165466	0.4118708	0.26616696
11116.I07A104.1196389	-0.005933542	0.022888951	-0.5255246	0.15895064	-0.16537616	-0.36354798
11116.A09D082.1195664	-0.38133377	-0.033696283	-0.64577055	0.06739759	-0.17049183	-0.5484888
11116.L26A091.1197738	0.04459511	0.05340918	-0.45776442	0.14334826	-0.14380163	-0.28532732
11116.I10A105.1197184	0.04052257	-0.20792605	-0.3282907	0.10205745	-0.2307455	-0.18449214
11116.I23A091.1194756	0.01189453	-0.10280246	-0.44974166	0.19054729	-0.0941484	-0.26058692
11116.L24A102.1196562	-0.21170188	-0.059873465	-0.43648362	0.35702038	-0.27045226	-0.40761954
11116.L03A091.1196634	0.05467396	0.04377459	-0.44950464	0.09439285	-0.12795824	-0.28692374
11116.L24A119.1195908	-0.41671416	-0.42811307	-0.25441375	0.5242493	-0.45378473	-0.45207748
11116.L04A070.1195935	-0.18632662	-0.05384626	0.08403974	0.56653404	0.5134032	-0.2438317
11116.C12A63.1195641	0.29303762	-0.21263605	-0.3750778	0.005553441	-0.14842094	-0.1571675
11116.I19A102.1197590	-0.011633198	0.058627404	-0.5329072	0.18824846	-0.19505452	-0.3883623
11116.L01A087.1197168	0.015979627	0.031353563	-0.44792402	0.08099383	-0.11933793	-0.2958807
11116.L06A100.1194511	-0.3793047	-0.18882021	-0.403769	0.4123927	-0.32847282	-0.44823495
11116.U497A63.1195824	0.3435245	-0.29080313	-0.3545666	0.06666819	-0.19409004	-0.11724791
11116.I25A119.1198455	-0.23195128	-0.31566888	-0.31016883	0.45019948	-0.25571394	-0.4518265
11116.A15D079.1195052	-0.47483984	0.059508733	-0.43154398	-0.10016291	0.20866545	-0.21813844
11116.I03A065.1194028	0.4557273	-0.026016738	0.6124934	0.3434944	-0.14900205	0.30191272
11116.L20A072.1197129	-0.15113696	0.02586604	-0.0044304733	0.6121393	0.46759441	-0.244617
11116.L25A090.1197313	-0.0009846385	0.034367073	-0.43589807	0.11117965	-0.14400263	-0.32045898
11116.A27B082.1195286	-0.26394042	-0.025764365	-0.55242497	0.053997315	-0.13656811	-0.35811865
11116.I28A083.1196054	-0.0498043	-0.23921914	-0.3876604	0.23635869	0.0264684	-0.19229865
11116.I29A120.1196473	-0.31889126	-0.2464377	-0.35943672	0.43008506	-0.30154496	-0.53083056
11116.L17A098.1196170	-0.12544431	-0.023666728	-0.40346143	0.17550462	-0.18550259	-0.37629408
11116.I06A086.1197790	0.019330744	-0.1504437	-0.41906443	0.20379739	-0.073928714	-0.2294549
11116.A05B064.1196973	-0.03905166	0.6828882	0.20931484	-0.2772584	-0.036862295	-0.20962404
11116.L11A077.1194677	-0.0006504952	0.0687817	0.051264867	0.40612894	0.33466712	-0.08047591
11116.L16A084.1196445	-0.053439647	0.010467445	-0.45262042	0.18742228	-0.103400916	-0.25987387
11116.L10A091.1195007	0.04502697	0.04540127	-0.4514999	0.09931346	-0.12789755	-0.28989738
11116.L21A077.1193938	-0.29585987	-0.14931512	0.12665729	0.33690643	0.28815427	-0.08360631
11116.I21A096.1193817	0.018715011	-0.15280254	-0.38531533	0.13125376	-0.17680252	-0.23106664
11116.I13A078.1197328	0.0030826528	-0.31440505	0.24377163	0.39631295	0.41298926	0.23522815
11116.I18A099.1195841	0.049700785	-0.14492963	-0.35730252	0.12030774	-0.19624227	-0.21354376
11116.L23A094.1195030	0.023595987	0.042268224	-0.4358998	0.1081309	-0.1431073	-0.31630236
11116.I26A105.1194393	-0.027702838	0.007383927	-0.5523716	0.15177964	-0.1898068	-0.37827307
11116.L04A094.1196377	0.062781535	0.020135777	-0.42034924	0.010259282	-0.10216518	-0.29878458
11116.L32A101.1195365	-0.2099619	-0.076889135	-0.44156262	0.4141636	-0.30387735	-0.4137795
11116.A10D085.1193664	-0.22826552	0.10649404	-0.63837725	0.077801995	-0.1944027	-0.51393366
11116.I20A065.1197929	0.41723537	0.04645375	0.632163	0.25375807	-0.11969474	0.30882823
11116.I05A118.1194233	-0.25980508	-0.42752382	-0.23071764	0.4721014	-0.29305187	-0.3917962
11116.L09A066.1196076	0.19184397	0.42699003	0.5108299	0.22510387	0.042490326	0.058618497
11116.I19A098.1194505	0.028271675	-0.009567563	-0.47136807	0.15881674	-0.14619742	-0.312361
11116.A06A076.1193863	-0.3773767	0.26104316	-0.14784329	-0.07034016	0.38198918	0.043162808
11116.U477A63.1197639	0.34654626	-0.31415904	-0.3577517	0.057634555	-0.18289272	-0.11951427
11116.A21B097.1198404	-0.09679112	0.17270985	-0.6452719	0.14052053	-0.26059818	-0.5277705
