X.SampleID	1	2	3	4	5	6
11116.I22A105.1197160	-0.034579974	-0.110072285	-0.4802192	-0.4429653	0.20485733	0.35745516
11116.L31A077.1195601	-0.17661268	-0.38035253	0.40554255	-0.37510487	0.2359254	-0.010112164
11116.I20A099.1197508	-0.022353923	-0.1335494	-0.47911447	-0.4132862	0.22696774	0.34705123
11116.I21A074.1195716	0.22031863	-0.21812089	0.36318928	0.13645092	0.47273526	-0.14029646
11116.A22C088.1195279	-0.01989907	0.024309581	-0.46028343	-0.58764803	0.05363301	0.45215034
11116.A27B076.1194341	-0.08805642	0.35453326	0.33945948	-0.32297298	-0.043295834	0.07991623
11116.A26A064.1198133	-0.5492181	0.5372619	0.01545032	0.15367	-0.3908774	-0.59109
11116.L03A079.1197750	0.23306014	-0.1871275	0.19143963	-0.459033	0.053908423	0.095587656
11116.I10A085.1197118	0.09201121	-0.1206369	-0.102580205	-0.36693245	0.3505289	0.02102001
11116.I32A118.1193922	0.24935171	-0.27105927	-0.26353073	-0.47563502	0.00022953746	0.42245394
11116.U443A61.1194453	0.23673534	-0.24227032	-0.4325293	-0.19211994	0.17549783	0.015857989
11116.A14D079.1198268	0.106558666	0.466096	0.27227828	-0.4745556	0.0034387566	0.124287345
11116.A20A082.1197310	-0.00488439	0.016829481	-0.39698172	-0.6770267	-0.074353725	0.56157726
11116.I26A097.1197987	-0.027148196	-0.12628974	-0.46144375	-0.4188303	0.2381311	0.32045653
11116.L28A067.1197409	-0.13640094	-0.46437237	0.10654288	-0.32860953	-0.006333683	0.16493072
11116.L03A065.1193914	-0.65351665	-0.48204312	0.058569256	-0.20742896	0.20972738	-0.52488613
11116.A16A067.1194201	-0.09397955	0.386494	0.14458477	-0.31397605	-0.198173	-0.063649006
11116.I08A120.1194488	0.24870868	-0.27149147	-0.2655708	-0.4735771	0.00460681	0.4219127
11116.I08A081.1197521	0.22622815	-0.1268551	0.32164595	0.043464173	0.4506028	-0.115344025
11116.I21A077.1194016	0.12221178	-0.2808094	0.404562	0.16881217	0.43434018	-0.12767483
11116.A15C103.1197053	-0.035003845	-0.08978959	-0.5463683	-0.48392263	0.1094944	0.48017916
11116.L09A091.1197835	-0.035587363	-0.14810482	-0.39787933	-0.46025988	0.10419023	0.19636817
11116.L14A071.1198467	0.10911653	-0.4684448	0.48628202	-0.3604605	0.0053385575	0.13444354
11116.L02A104.1194752	0.011229572	-0.122381546	-0.46581134	-0.46766022	0.08068702	0.29783002
11116.C24A66.1193605	0.12819472	-0.19839829	-0.4207464	-0.3018159	0.14558165	0.08070675
11116.A23A091.1194129	-0.03468666	0.046009246	-0.49563774	-0.61395484	0.0052086236	0.50437075
11116.A23B070.1197945	-0.041122183	0.41152862	0.3363712	-0.5648817	-0.18155827	0.23285682
11116.I23A068.1196368	0.21371216	-0.54690456	0.23361821	-0.039394036	0.48691255	0.07591047
11116.I10A118.1196783	0.23544504	-0.2486661	-0.30368432	-0.46659684	0.016226236	0.44056588
11116.I30A085.1197727	0.077865064	-0.10210436	-0.17063658	-0.40976098	0.3028265	0.10483814
11116.A07B088.1194377	-0.028571164	0.0172165	-0.48012248	-0.5866178	0.049168244	0.46796808
11116.L12A073.1198323	0.1497046	-0.17927796	0.304794	-0.38933676	0.08876981	0.0009318735
11116.A11C064.1194809	-0.58577436	0.3744638	0.06287708	0.023073956	-0.16512987	-0.5928075
11116.L24A085.1195747	-0.029655049	-0.17527741	-0.377971	-0.4636166	0.11166167	0.1892577
11116.A33B076.1195540	-0.124276064	0.38802883	0.3322295	-0.3614962	-0.08652945	0.10304409
11116.I25A101.1195039	0.07891275	-0.20511645	-0.45503488	-0.50588506	0.114484675	0.47240743
11116.I23A086.1197611	0.07180511	-0.103863515	-0.19280201	-0.41097617	0.29804116	0.12081374
11116.A09D070.1194025	-0.075175695	0.49785742	0.24882427	-0.52689976	-0.32686856	0.18512972
11116.A08B067.1197781	-0.08793554	0.30174237	0.2452561	-0.4893383	-0.13185932	0.12108803
11116.I21A091.1197157	0.046089683	-0.07256643	-0.23008797	-0.4190952	0.29919228	0.11262645
11116.L19A077.1194622	-0.05436949	-0.29989043	0.44766524	-0.33364612	0.18153377	-0.06326387
11116.I21A067.1194676	0.28071004	-0.45218092	-0.002872459	0.38102478	0.35117638	-0.19594601
11116.I12A094.1194780	-0.0004901363	-0.0821014	-0.3512673	-0.44014513	0.26343554	0.21538664
11116.A25A070.1197213	-0.0033737367	0.3371708	0.32137498	-0.5186891	-0.12947376	0.21842863
11116.L02A100.1198181	-0.06652238	-0.20046763	-0.39499134	-0.60655546	0.060135726	0.49545226
11116.A25B076.1193837	-0.07394212	0.36902484	0.35596138	-0.33076632	-0.038941823	0.07149002
11116.I01A075.1194975	0.18574055	-0.26046783	0.32740405	0.17233229	0.47046992	-0.13850814
11116.I26A074.1194972	0.20050892	-0.2855625	0.3342002	0.20180906	0.49539462	-0.15597
11116.I24A099.1194482	-0.02472654	-0.1386956	-0.44213936	-0.39159846	0.27161723	0.27640632
11116.L07A065.1196881	-0.5596324	-0.44876763	0.13817772	-0.048424277	0.08677261	-0.55318725
11116.A09C064.1193798	-0.5477027	0.45464543	0.022776596	0.14448456	-0.30631363	-0.5904773
11116.A05A088.1196516	-0.02003587	0.025196848	-0.46053752	-0.58805305	0.0532773	0.45208701
11116.L30A100.1195675	0.11206592	-0.28387013	-0.41321182	-0.5249607	0.058665246	0.49640825
11116.L25A066.1194296	-0.521686	-0.43708435	0.1501925	0.004181569	0.028243834	-0.5450207
11116.A14B073.1195558	0.069313	0.42247906	0.31800935	-0.40526238	0.0132205505	0.086253904
11116.A12B085.1198210	0.011522312	0.049255323	-0.39374694	-0.6131154	0.027220378	0.4452104
11116.A02B073.1196026	0.09551777	0.41860217	0.34323338	-0.41852805	0.027535804	0.0818072
11116.I27A068.1193675	0.25301638	-0.547544	0.17139608	0.065907486	0.4623703	0.03139532
11116.I09A083.1196037	0.086603634	-0.31796697	-0.1945868	-0.39452177	0.30540064	0.2530431
11116.A29A082.1193821	0.009061139	-0.011594639	-0.38206032	-0.6770801	-0.05440091	0.55694455
11116.L06A065.1195531	-0.5976582	-0.46320295	0.08039301	-0.11637379	0.107608855	-0.5103586
11116.L29A086.1194563	-0.042734154	-0.17125326	-0.37868547	-0.47469184	0.108478725	0.20071697
11116.L22A068.1193738	-0.13132752	-0.42603782	0.08311241	-0.29023895	-0.028044198	0.125733
11116.I13A087.1193694	0.07621824	-0.10889354	-0.17834714	-0.40400422	0.3057396	0.10742143
11116.L25A079.1194278	0.35653624	-0.12094755	0.20893233	-0.45427406	0.017269501	0.078156315
11116.I23A090.1195576	0.024068048	-0.09413218	-0.2927264	-0.41577667	0.29582724	0.15656514
11116.A06B070.1198022	-0.034803517	0.41101784	0.2889316	-0.54251504	-0.22345096	0.22241955
11116.A29B079.1195428	0.12839879	0.43223602	0.28709012	-0.43973023	0.051324703	0.09415248
11116.L18A101.1195895	0.23871002	-0.33484378	-0.41283932	-0.49981105	0.020783586	0.5136818
11116.L28A102.1196533	0.08439604	-0.2710649	-0.4111758	-0.5287928	0.060541585	0.48690304
