"row.names(data_nocode)"	"id"	"code"	"nocode"
"1"	1000876	0.000101441182073027	0.000206632944800423
"3"	100737	0.0018266782574488	0.0020110974878795
"4"	1008533	0.000705031104755782	0.0004573103368011
"6"	1011958	2.4143879406956e-05	2.79138200188848e-05
"7"	1012668	5.4526680476983e-05	5.7394753441669e-05
"8"	1015017	2.2975203010591e-05	1.3986535617778e-05
"10"	1016118	3.8041284024591e-05	5.1976399578127e-05
"15"	1020921	5.91847390741802e-06	1.31607208150002e-07
"22"	1037355	6.9996933673539e-05	6.60259614965034e-07
"24"	1038987	1.11201235476775e-05	4.39536485064998e-08
"25"	1042519	0.00152982844182158	0.00052374219486951
"26"	1042671	1.7356561219347e-07	2.97270338157119e-07
"31"	105113	0.0282013978714791	0.0202915109577968
"34"	1052235	6.1436036094553e-05	4.5176766712265e-05
"41"	1059762	7.96131989473398e-06	2.45201576458984e-07
"43"	1060517	0.00141989071682224	4.29504554884698e-05
"45"	1068155	8.5088103076052e-05	8.2460900378097e-05
"46"	1068902	1.6825256126824e-06	3.1248253382073e-06
"47"	1069076	-0.000404578561662726	0.000239739551119983
"48"	1069213	8.95691386020001e-06	2.2979262665446e-05
"49"	107036	-1.01696589505387e-07	2.86061062657399e-08
"52"	1072673	4.16603600862716e-05	3.58037340474014e-05
"54"	1074016	0.000452596601681116	9.98433977893798e-05
"55"	107428	0.00019472391467503	4.9835903200357e-05
"64"	1084157	1.2697479223558e-06	9.951494005009e-07
"66"	1087471	8.0422195518761e-05	7.6654743304799e-05
"68"	1093690	5.4081228540132e-05	8.98472244243399e-06
"69"	1094453	0.00324852517059423	0.0027756628404239
"71"	1098922	9.4215604116399e-06	1.12364181558969e-05
"83"	1106748	0.00038370529416573	0.000480767268594818
"84"	1106796	0.0087081055589602	0.0020456888332881
"86"	1107128	-2.1761314548322e-07	1.7504520911039e-07
"88"	1107346	0.00014789907634499	3.9159479245232e-05
"89"	1107637	6.56059612302467e-05	6.177403790177e-06
"91"	1108431	6.8411500158006e-05	2.6751775903684e-05
"92"	1108483	0.00107530586740749	0.00050379336560227
"93"	1108685	5.6474757802662e-06	2.0306023381613e-06
"95"	1108830	-1.66526458417231e-06	8.66854472135004e-09
"97"	1109142	0.000236719316087305	0.000122017442269573
"99"	1110625	0.000254309787344172	0.000123660765107491
"100"	1110836	0.00139401789053678	0.00016494984384587
"101"	1111883	0.00386268795850497	0.00321184521206148
"103"	1115404	0.0002854994287386	0.00136170550202023
"104"	1116937	1.82428982278747e-06	4.6838051667983e-07
"107"	1125248	-6.318126907713e-05	2.2180873897104e-05
"110"	112867	0.0161215096986282	0.0131019595712715
"111"	1129425	0.00215996006013527	0.00265852375522248
"112"	112949	2.29044069061207e-05	1.18990374592485e-05
"113"	112952	0.000105759140657893	3.0246078805196e-05
"114"	113004	0.00014106956500363	8.5428696852014e-05
"115"	1131545	1.9310737042073e-06	1.1597990295077e-06
"117"	113674	0.000431301811973269	0.000201427803422998
"119"	1142871	0.0141864200269461	0.0103319531765452
"121"	128177	-2.9474344948573e-07	1.5275581929183e-07
"122"	130710	1.33355554445555e-05	8.76750667499151e-06
"123"	13332	1.9619989733019e-05	5.500304253362e-06
"124"	13568	2.6043965903694e-05	2.4075651455963e-05
"125"	136998	0.000149937453703723	0.000173263174935944
"128"	138920	6.68520053131625e-05	1.396562818438e-05
"129"	139405	2.1721527431961e-05	1.31544453849575e-05
"133"	142247	0.0039472246765409	0.0010341312225616
"136"	144633	0.000274606655852901	0.000256246616416409
"137"	146122	0.000382978765059432	0.000237927822619184
"139"	153239	-1.5483119843952e-05	1.14835866180582e-05
"140"	156210	2.81156960441554e-05	1.2559682671393e-05
"142"	1639771	9.16085671790713e-05	6.1792090206612e-05
"145"	17991	3.34757828368802e-05	1.37030370897899e-05
"148"	185100	0.000135894928200904	9.6434619912757e-05
"149"	185950	0.000119719908846776	6.9228128246072e-05
"153"	206278	5.28796602794859e-06	9.4045759222174e-07
"154"	2063454	0.0169876142328984	0.0160991693795283
"155"	206609	0.000491610221719311	0.000242472851783622
"156"	2068089	0.000340079832800525	3.68831379774089e-05
"157"	207082	0.000108892595305165	2.3230539241893e-05
"158"	207355	0.00026716549274482	0.00050562512279602
"159"	207403	7.09346844490162e-05	3.75848528228988e-05
"160"	208595	0.00069704188715764	0.0005643657483177
"164"	209762	1.08347633628061e-05	6.743438245787e-06
"165"	210344	0.000112101436550109	8.6744618790113e-05
"166"	213308	9.2487170805788e-06	4.3838844665422e-06
"167"	214676	0.000168081918491928	4.2284243540621e-05
"174"	216748	7.6182869462957e-05	5.3223139961584e-05
"177"	217746	2.14567267841686e-05	2.88429662922426e-05
"178"	217748	1.1359022475531e-05	9.935605690651e-06
"179"	217917	2.7415065674976e-06	7.32422609247302e-07
"180"	217929	0.000196207296913341	9.99802975337191e-05
"181"	218116	4.60070867834671e-05	2.3188057465588e-05
"184"	219282	0.000152341054757222	0.000135048378897707
"187"	220524	0.0003968097417572	0.00017321667474881
"188"	221349	0.0111468731517562	0.0035478671608304
"189"	221791	1.11837947783105e-05	2.35463230737071e-06
"191"	222900	4.2585811438622e-05	5.2829593508563e-05
"192"	223126	1.04869747293361e-05	4.8269805526068e-06
"194"	223655	-1.4287790277278e-05	1.902322806452e-06
"196"	224648	0.000487112244744862	0.000205091275134582
"199"	225894	1.8504692735212e-05	7.9058956639857e-06
"200"	2259380	1.31513318449455e-05	1.2309931521369e-05
"201"	226240	0.00318752513723053	0.00118420993382945
"203"	2324042	-2.07146543638841e-07	1.00887890506965e-07
"204"	235541	0.0057052282112802	0.0032433044024391
"205"	236466	2.039504509704e-05	3.0238014914649e-05
"207"	237257	0.000166331642729735	8.2658067496514e-05
"208"	237634	0.00013091392672618	0.000149388363288517
"209"	237703	5.02947192027961e-05	3.93796306594902e-05
"213"	239185	0.000423927078660401	2.02561911357099e-05
"214"	240506	6.4895380865865e-07	3.3098042265688e-07
"216"	244063	0.00212464401140756	0.00198893586993416
"218"	245723	0.000530802603647864	0.00026267939434041
"219"	246466	4.23684253831061e-06	6.36454502518199e-07
"221"	247867	1.76700830198317e-05	8.8051024458105e-06
"223"	248505	-1.73628903024461e-07	1.23095210109055e-07
"224"	249068	0.000166990213505019	8.6127277031847e-05
"225"	249571	-0.00014336642606004	2.7073610851097e-05
"226"	249773	2.02166204684047e-06	8.92128747050099e-07
"228"	250522	4.6519499513071e-06	1.9923977315553e-06
"229"	252274	0.0013909362077126	0.00065122259957506
"231"	253167	2.89762684646519e-05	1.65433692567909e-05
"232"	254007	3.7841552049354e-07	4.1066505112164e-07
"235"	254401	0.00095382498926741	5.86525911547902e-05
"236"	254949	9.9687153847835e-05	6.1294196133737e-05
"237"	255448	-7.9460318135495e-05	4.2869424971637e-05
"240"	256335	2.58739729170067e-06	3.07806259450983e-09
"241"	256569	1.15160952237445e-05	7.61648189610509e-06
"244"	261663	3.81333389848744e-05	2.16338295823897e-05
"246"	268617	9.2925140280325e-05	3.2939821610699e-05
"247"	269781	3.6651462006465e-05	3.8918462097319e-05
"248"	269875	6.0139939265632e-05	3.4644996619716e-05
"249"	2733662	0.000223062069218221	0.000186325062761327
"250"	273690	2.76616347270579e-05	1.00763140889235e-05
"252"	279206	6.259367193889e-05	2.01249519054202e-06
"254"	2818167	4.43349257156786e-05	3.00952205171036e-05
"255"	2834426	1.94047002656566e-05	1.06222577872101e-06
"256"	284171	2.7312587211351e-06	4.1781556074454e-07
"257"	2946783	5.2409479368355e-05	7.5725434317129e-05
"260"	304694	1.5465739170524e-05	8.5173885007385e-06
"261"	308202	0.0005694059216617	0.00059730386559917
"262"	311035	9.5458299057845e-05	0.000294921695783188
"263"	313833	0.000392255456403385	0.000351092667001827
"264"	314599	0.00096727573669639	0.00043484140858185
"265"	316335	8.1168511704325e-05	6.3042664557459e-05
"267"	325776	1.37513807194475e-06	3.612388842658e-07
"268"	3276016	0.00016196725937076	0.000114593623625792
"269"	328081	5.5964065167929e-07	3.206977458652e-07
